Time,Time Code,Country Name,Country Code,Firms with female participation in ownership (% of firms) [IC.FRM.FEMO.ZS],Share of female business owners (% of total business owners) [IC.WEF.LLCO.FE.ZS],Share of female directors (% of total directors) [IC.WEF.LLCD.FE.ZS],Share of female sole proprietors  (% of sole proprietors) [IC.WEF.SOLO.FE.ZS],Share of male business owners  (% of total business owners) [IC.WEF.LLCO.MA.ZS],Share of male directors (% of total directors) [IC.WEF.LLCD.MA.ZS],Share of male sole proprietors  (% of sole proprietors) [IC.WEF.SOLO.MA.ZS],Dismissal of pregnant workers is prohibited (1=yes; 0=no) [SG.DML.PRGW],"Employers, female (% of female employment) (modeled ILO estimate) [SL.EMP.MPYR.FE.ZS]","Employers, male (% of male employment) (modeled ILO estimate) [SL.EMP.MPYR.MA.ZS]","Employers, total (% of total employment) (modeled ILO estimate) [SL.EMP.MPYR.ZS]",Employment in agriculture (% of total employment) (modeled ILO estimate) [SL.AGR.EMPL.ZS],"Employment in agriculture, female (% of female employment) (modeled ILO estimate) [SL.AGR.EMPL.FE.ZS]","Employment in agriculture, male (% of male employment) (modeled ILO estimate) [SL.AGR.EMPL.MA.ZS]",Employment in industry (% of total employment) (modeled ILO estimate) [SL.IND.EMPL.ZS],"Employment in industry, female (% of female employment) (modeled ILO estimate) [SL.IND.EMPL.FE.ZS]","Employment in industry, male (% of male employment) (modeled ILO estimate) [SL.IND.EMPL.MA.ZS]",Employment in services (% of total employment) (modeled ILO estimate) [SL.SRV.EMPL.ZS],"Employment in services, female (% of female employment) (modeled ILO estimate) [SL.SRV.EMPL.FE.ZS]","Employment in services, male (% of male employment) (modeled ILO estimate) [SL.SRV.EMPL.MA.ZS]","Employment to population ratio, 15+, female (%) (national estimate) [SL.EMP.TOTL.SP.FE.NE.ZS]","Employment to population ratio, 15+, male (%) (national estimate) [SL.EMP.TOTL.SP.MA.NE.ZS]","Employment to population ratio, 15+, total (%) (national estimate) [SL.EMP.TOTL.SP.NE.ZS]",Female professional and technical workers (% of total) [SG.GEN.TECH.ZS],"Informal employment, female (% of total non-agricultural employment) [SL.ISV.IFRM.FE.ZS]","Informal employment, male (% of total non-agricultural employment) [SL.ISV.IFRM.MA.ZS]","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate) [SL.TLF.ACTI.FE.ZS]","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate) [SL.TLF.ACTI.MA.ZS]","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate) [SL.TLF.ACTI.ZS]",Labor force with advanced education (% of total working-age population with advanced education) [SL.TLF.ADVN.ZS],"Labor force with advanced education, female (% of female working-age population with advanced education) [SL.TLF.ADVN.FE.ZS]","Labor force with advanced education, male (% of male working-age population with advanced education) [SL.TLF.ADVN.MA.ZS]",Labor force with basic education (% of total working-age population with basic education) [SL.TLF.BASC.ZS],"Labor force with basic education, female (% of female working-age population with basic education) [SL.TLF.BASC.FE.ZS]","Labor force with basic education, male (% of male working-age population with basic education) [SL.TLF.BASC.MA.ZS]",Labor force with intermediate education (% of total working-age population with intermediate education) [SL.TLF.INTM.ZS],"Labor force with intermediate education, female (% of female working-age population with intermediate education) [SL.TLF.INTM.FE.ZS]","Labor force with intermediate education, male (% of male working-age population with intermediate education) [SL.TLF.INTM.MA.ZS]","Labor force, female [SL.TLF.TOTL.FE.IN]","Labor force, male [SL.TLF.TOTL.MA.IN]","Labor force, total [SL.TLF.TOTL.IN]",Length of paid maternity leave (calendar days) [SH.MMR.LEVE],Length of paid parental leave for father (calendar days) [SH.PAR.LEVE.MA],Length of paid parental leave for mother (calendar days) [SH.PAR.LEVE.FE],Length of paid paternity leave (calendar days) [SH.PTR.LEVE],"Mandatory retirement age, female [SG.AGE.RTRE.FE]","Mandatory retirement age, male [SG.AGE.RTRE.MA]",Paid leave is available to fathers (1=yes; 0=no) [SH.PTR.LEVE.AL],"Part time employment, female (% of total part time employment) [SL.TLF.PART.TL.FE.ZS]","Part time employment, male (% of total male employment) [SL.TLF.PART.MA.ZS]","Part time employment, total (% of total employment) [SL.TLF.PART.ZS]",Ratio of female to male labor force participation rate (%) (modeled ILO estimate) [SL.TLF.CACT.FM.ZS],"Self-employed, female (% of female employment) (modeled ILO estimate) [SL.EMP.SELF.FE.ZS]","Self-employed, male (% of male employment) (modeled ILO estimate) [SL.EMP.SELF.MA.ZS]","Self-employed, total (% of total employment) (modeled ILO estimate) [SL.EMP.SELF.ZS]"
1988,YR1988,New Zealand,NZL,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,51.1100006103516,71.6699981689453,61.0999984741211,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,..,..,0,..,..,..,..,..,..,..
1988,YR1988,Norway,NOR,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,61.5800018310547,76.120002746582,68.8399963378906,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,42,0,..,..,0,..,..,..,..,..,..,..
1988,YR1988,Poland,POL,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,112,0,0,0,..,..,0,..,..,..,..,..,..,..
1988,YR1988,Portugal,PRT,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,42.7099990844727,68.8399963378906,54.939998626709,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90,0,0,0,..,..,0,..,11.8199996948242,16.8999996185303,..,..,..,..
1988,YR1988,Slovak Republic,SVK,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,196,0,0,0,..,..,0,..,..,..,..,..,..,..
1988,YR1988,Slovenia,SVN,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,105,0,0,0,..,..,0,..,..,..,..,..,..,..
1988,YR1988,Spain,ESP,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,22.8500003814697,55.9599990844727,38.7200012207031,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98,0,0,2,..,..,1,..,22.2900009155273,26.1299991607666,..,..,..,..
1988,YR1988,Sweden,SWE,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,14,..,..,1,..,..,..,..,..,..,..
1988,YR1988,Switzerland,CHE,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,40.4599990844727,68.1399993896484,54.0699996948242,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,..,..,0,..,..,..,..,..,..,..
1988,YR1988,Turkiye,TUR,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,32.9799995422363,77.1399993896484,54.8199996948242,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84,0,0,0,..,..,0,..,..,..,..,..,..,..
1988,YR1988,United Kingdom,GBR,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,46.2599983215332,67.25,56.3699989318848,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,126,0,0,0,..,..,0,..,22.25,37.7400016784668,..,..,..,..
1988,YR1988,United States,USA,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,53.4000015258789,72,62.2999992370605,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,..,..,0,..,..,..,..,..,..,..
1989,YR1989,Australia,AUS,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,47.7200012207031,71.1399993896484,59.2599983215332,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84,0,0,0,..,..,0,..,..,..,..,..,..,..
1989,YR1989,Austria,AUT,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,40.6199989318848,67.3499984741211,53.1599998474121,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,112,0,0,0,..,..,0,..,..,..,..,..,..,..
1989,YR1989,Belgium,BEL,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,31.5100002288818,58.2599983215332,44.3899993896484,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98,0,0,3,..,..,1,..,7.1100001335144,17.6399993896484,..,..,..,..
1989,YR1989,Canada,CAN,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,53.5999984741211,71.0999984741211,62.189998626709,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,105,0,0,0,..,..,0,..,21.3700008392334,30.6599998474121,..,..,..,..
1989,YR1989,Chile,CHL,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,126,0,0,0,..,..,0,..,..,..,..,..,..,..
1989,YR1989,Colombia,COL,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,41.1500015258789,74.120002746582,56.1199989318848,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56,0,0,0,..,..,0,..,..,..,..,..,..,..
1989,YR1989,Costa Rica,CRI,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,120,0,0,0,..,..,0,..,..,..,..,..,..,..
1989,YR1989,Czechia,CZE,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,196,0,0,0,..,..,0,..,..,..,..,..,..,..
1989,YR1989,Denmark,DNK,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,55.1599998474121,69.5100021362305,62.1500015258789,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,126,0,0,14,..,..,1,..,33.8899993896484,45.1300010681152,..,..,..,..
1989,YR1989,Estonia,EST,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,112,0,0,0,..,..,0,..,..,..,..,..,..,..
1989,YR1989,Finland,FIN,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,57.310001373291,69.75,63.2599983215332,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,147,0,0,14,..,..,1,..,..,..,..,..,..,..
1989,YR1989,France,FRA,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,40.8899993896484,61.7099990844727,50.7700004577637,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,112,0,0,3,..,..,1,..,13.5299997329712,22.8199996948242,..,..,..,..
1989,YR1989,Germany,DEU,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,39.3499984741211,67.9199981689453,52.9099998474121,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98,0,0,0,..,..,0,..,7.71999979019165,18.7999992370605,..,..,..,..
1989,YR1989,Greece,GRC,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,31.3199996948242,63.75,46.7799987792969,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,105,0,0,0,..,..,0,..,15.2200002670288,19.7600002288818,..,..,..,..
1989,YR1989,Hungary,HUN,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,45.3800010681152,51.810001373291,48.4799995422363,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84,0,0,0,..,..,0,..,..,..,..,..,..,..
1989,YR1989,Iceland,ISL,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,150,0,0,0,..,..,0,..,..,..,..,..,..,..
1989,YR1989,Ireland,IRL,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,28.8700008392334,59.8300018310547,44.2299995422363,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98,0,0,0,..,..,0,..,10.1700000762939,16.7000007629395,..,..,..,..
1989,YR1989,Israel,ISR,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,37.060001373291,58.0499992370605,47.3899993896484,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84,0,0,0,..,..,0,..,..,..,..,..,..,..
1989,YR1989,Italy,ITA,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,29.0400009155273,61.0299987792969,44.3800010681152,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,150,0,0,0,..,..,0,..,10.1300001144409,16.8299999237061,..,..,..,..
1989,YR1989,Japan,JPN,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,48.3199996948242,75.2799987792969,61.439998626709,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98,0,0,0,..,..,0,..,..,..,..,..,..,..
1989,YR1989,"Korea, Rep.",KOR,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,45.7000007629395,71.1999969482422,58.0200004577637,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60,0,0,0,..,..,0,..,..,..,..,..,..,..
1989,YR1989,Latvia,LVA,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,112,0,0,0,..,..,0,..,..,..,..,..,..,..
1989,YR1989,Lithuania,LTU,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,112,0,0,0,..,..,0,..,..,..,..,..,..,..
1989,YR1989,Luxembourg,LUX,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,33.7000007629395,67.9100036621094,50.2400016784668,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,112,0,0,0,..,..,0,..,7.46000003814697,14.4099998474121,..,..,..,..
1989,YR1989,Mexico,MEX,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84,0,0,0,..,..,0,..,..,..,..,..,..,..
1989,YR1989,Netherlands,NLD,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,37.2599983215332,65.4800033569336,51.1300010681152,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84,0,0,0,..,..,0,..,34.8699989318848,47.9500007629395,..,..,..,..
1989,YR1989,New Zealand,NZL,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,49.2200012207031,69.2699966430664,58.9500007629395,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,..,..,0,..,..,..,..,..,..,..
1989,YR1989,Norway,NOR,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,59.4799995422363,73.2399978637695,66.3499984741211,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,42,0,..,..,0,..,..,..,..,..,..,..
1989,YR1989,Poland,POL,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,112,0,0,0,..,..,0,..,..,..,..,..,..,..
1989,YR1989,Portugal,PRT,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,43.7000007629395,69.7699966430664,55.8899993896484,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90,0,0,0,..,..,0,..,12.0799999237061,17.5200004577637,..,..,..,..
1989,YR1989,Slovak Republic,SVK,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,196,0,0,0,..,..,0,..,..,..,..,..,..,..
1989,YR1989,Slovenia,SVN,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,105,0,0,0,..,..,0,..,..,..,..,..,..,..
1989,YR1989,Spain,ESP,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,23.9300003051758,57.189998626709,39.8800010681152,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,112,0,0,2,..,..,1,..,24.0300006866455,27.5699996948242,..,..,..,..
1989,YR1989,Sweden,SWE,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,14,..,..,1,..,..,..,..,..,..,..
1989,YR1989,Switzerland,CHE,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,41.7599983215332,68.8399963378906,55.0900001525879,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,..,..,0,..,..,..,..,..,..,..
1989,YR1989,Turkiye,TUR,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,34.4099998474121,76.0899963378906,54.9599990844727,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84,0,0,0,..,..,0,..,..,..,..,..,..,..
1989,YR1989,United Kingdom,GBR,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,48.3800010681152,68.8199996948242,58.2299995422363,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,126,0,0,0,..,..,0,..,23.4300003051758,39.1399993896484,..,..,..,..
1989,YR1989,United States,USA,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,54.2999992370605,72.5,63,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,..,..,0,..,..,..,..,..,..,..
1990,YR1990,Australia,AUS,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,48.4900016784668,70.5,59.3300018310547,..,..,..,61.9,85.08,73.62,..,..,..,..,..,..,..,..,..,3511342,4972032,8482919,84,0,0,0,..,..,0,..,..,..,69.1237392667612,..,..,..
1990,YR1990,Austria,AUT,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,41.4199981689453,67.4199981689453,53.6399993896484,..,..,..,55.23,80.16,67.66,..,..,..,..,..,..,..,..,..,1439290,2070879,3511975,112,0,0,0,..,..,0,..,..,..,61.9144285216581,..,..,..
1990,YR1990,Belgium,BEL,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,32.3800010681152,58.2599983215332,44.8300018310547,..,..,..,46.23,71.27,58.81,..,..,..,..,..,..,..,..,..,1538997,2406319,3945699,98,0,0,3,..,..,1,..,7.5,18.2399997711182,59.8779789849429,..,..,..
1990,YR1990,Canada,CAN,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,53.7700004577637,69.9100036621094,61.689998626709,..,..,..,68.38,84.95,76.73,81.4599990844727,75.4300003051758,87.0599975585938,58.8899993896484,48.0800018310547,69.9300003051758,73.6800003051758,66.1399993896484,82.5599975585938,6532974,8210463,14743717,105,0,0,0,..,..,0,..,23.3799991607666,32.5099983215332,76.8525329205088,..,..,..
1990,YR1990,Chile,CHL,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,29.4200000762939,67.9199981689453,47.689998626709,..,..,..,35.86,81,58,..,..,..,..,..,..,..,..,..,1479184,3444767,4910898,126,0,0,0,..,..,0,..,..,..,41.7798103562865,..,..,..
1990,YR1990,Colombia,COL,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,39.8400001525879,73.629997253418,55.2200012207031,..,..,..,53.48,86,69.31,..,..,..,..,..,..,..,..,..,5369549,8543865,13855786,56,0,0,0,..,..,0,..,..,..,61.8133685384486,..,..,..
1990,YR1990,Costa Rica,CRI,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,31.0499992370605,79.0599975585938,54.7599983215332,..,..,..,35.33,87.28,61.47,..,..,..,..,..,..,..,..,..,333180,832923,1166225,120,0,0,0,..,..,0,..,..,..,39.9785257148188,..,..,..
1990,YR1990,Czechia,CZE,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.67,80.1,71.84,..,..,..,..,..,..,..,..,..,2217874,2761590,4975962,196,0,0,0,..,..,0,..,..,..,73.6813973623544,..,..,..
1990,YR1990,Denmark,DNK,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,55.9799995422363,69.2300033569336,62.439998626709,..,..,..,77.61,87.07,82.41,..,..,..,..,..,..,..,..,..,1339120,1565945,2905194,126,0,0,14,..,..,1,..,27.4200000762939,39.4199981689453,81.8160049966596,..,..,..
1990,YR1990,Estonia,EST,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.02,79.77,73.17,..,..,..,..,..,..,..,..,..,395643,455514,828685,112,0,0,0,..,..,0,..,..,..,76.5764482021642,..,..,..
1990,YR1990,Finland,FIN,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,63.0699996948242,72.2399978637695,67.5899963378906,..,..,..,73.41,80.77,77.12,..,..,..,..,..,..,..,..,..,1229307,1386352,2605354,147,0,0,14,..,..,1,..,..,..,82.1303550992502,..,..,..
1990,YR1990,France,FRA,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,41.0200004577637,61.2000007629395,50.6300010681152,..,..,..,57.78,75.83,66.79,..,..,..,..,..,..,..,..,..,11243953,14671337,25915650,112,0,0,3,..,..,1,..,14.4300003051758,23.4300003051758,70.8321970063555,..,..,..
1990,YR1990,Germany,DEU,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,42.5800018310547,69.0599975585938,55.2000007629395,..,..,..,57.77,82.2,70.16,..,..,..,..,..,..,..,..,..,15865543,22771151,38653848,98,0,0,0,..,..,0,..,8.02999973297119,20.5200004577637,63.0125931465024,..,..,..
1990,YR1990,Greece,GRC,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,31.2800006866455,63,46.4199981689453,..,..,..,43.36,76.78,60.17,..,..,..,..,..,..,..,..,..,1492820,2629512,4160821,105,0,0,0,..,..,0,..,18.25,22.3799991607666,53.6788320410816,..,..,..
1990,YR1990,Hungary,HUN,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,44.7299995422363,51.5299987792969,48,..,..,..,57.47,71.87,64.53,..,..,..,..,..,..,..,..,..,2034548,2442245,4467050,84,0,0,0,..,..,0,..,..,..,74.8341384002649,..,..,..
1990,YR1990,Iceland,ISL,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.52,86.44,81.56,..,..,..,..,..,..,..,..,..,65275,77111,142823,180,0,0,0,..,..,0,..,..,..,83.8161950962382,..,..,..
1990,YR1990,Ireland,IRL,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,30.0799999237061,61.0299987792969,45.5,..,..,..,45.77,83.73,64.86,..,..,..,..,..,..,..,..,..,501049,940285,1441683,98,0,0,0,..,..,0,..,11.1099996566772,17.8299999237061,51.3432918466661,..,..,..
1990,YR1990,Israel,ISR,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,40.1699981689453,64.0999984741211,51.939998626709,..,..,..,52.57,78.86,65.68,..,..,..,..,..,..,..,..,..,772159,1124517,1900701,84,0,0,0,..,..,0,..,..,..,64.3972771817113,..,..,..
1990,YR1990,Italy,ITA,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,29.5,61.5299987792969,44.8600006103516,..,..,..,43.81,77.28,60.46,..,..,..,..,..,..,..,..,..,8611248,14926722,23540980,150,0,0,0,..,..,0,..,9.9399995803833,16.5599994659424,53.2102983248205,..,..,..
1990,YR1990,Japan,JPN,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,48.9799995422363,75.6100006103516,61.939998626709,..,..,..,57.05,82.96,70.08,..,..,..,..,..,..,..,..,..,26018840,38164346,64191083,98,0,0,0,..,..,0,..,..,..,64.8958887529328,..,..,..
1990,YR1990,"Korea, Rep.",KOR,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,46.1399993896484,71.8600006103516,58.5499992370605,..,..,..,49.74,75.19,62.57,..,..,..,..,..,..,..,..,..,7462781,11606727,19059953,60,0,0,0,..,..,0,..,..,..,63.4775145484579,..,..,..
1990,YR1990,Latvia,LVA,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.93,75.89,69.68,..,..,..,..,..,..,..,..,..,574629,641310,1215439,112,0,0,0,..,..,0,..,..,..,73.558232566382,..,..,..
1990,YR1990,Lithuania,LTU,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.99,77.35,71.47,..,..,..,..,..,..,..,..,..,928956,913851,1917884,112,0,0,0,..,..,0,..,..,..,80.5458871238959,..,..,..
1990,YR1990,Luxembourg,LUX,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,32.810001373291,66.9400024414063,49.2599983215332,..,..,..,42.28,77.44,60.11,..,..,..,..,..,..,..,..,..,54437,103539,157920,112,0,0,0,..,..,0,..,7.40000009536743,14.4300003051758,49.616029777476,..,..,..
1990,YR1990,Mexico,MEX,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.48,86.75,60.6,..,..,..,..,..,..,..,..,..,8733687,20124091,28964102,84,0,0,0,..,..,0,..,..,..,40.387476574369,..,..,..
1990,YR1990,Netherlands,NLD,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,39.1100006103516,66.8499984741211,52.7400016784668,..,..,..,52.46,79.63,66.27,..,..,..,..,..,..,..,..,..,2735332,4246090,6982138,112,0,0,0,..,..,0,..,32.7700004577637,46.75,61.9745961078134,..,..,..
1990,YR1990,New Zealand,NZL,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,49.9500007629395,68.0899963378906,58.7599983215332,..,..,..,63.02,83.23,73.08,..,..,..,..,..,..,..,..,..,707365,924351,1631527,0,0,0,0,..,..,0,..,..,..,72.6187232575032,..,..,..
1990,YR1990,Norway,NOR,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,59.3899993896484,72.1800003051758,65.8199996948242,..,..,..,69.93,82.48,76.32,..,..,..,..,..,..,..,..,..,968387,1183487,2154876,0,0,42,0,..,..,0,..,..,..,78.4862940329093,..,..,..
