Time,Time Code,Country Name,Country Code,"Children out of school, primary, female [SE.PRM.UNER.FE]","Children out of school, primary, male [SE.PRM.UNER.MA]","Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative) [SE.TER.CUAT.BA.FE.ZS]","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative) [SE.TER.CUAT.BA.MA.ZS]","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative) [SE.TER.CUAT.BA.ZS]","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative) [SE.SEC.CUAT.LO.FE.ZS]","Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative) [SE.SEC.CUAT.LO.MA.ZS]","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative) [SE.SEC.CUAT.LO.ZS]",Children out of school (% of primary school age) [SE.PRM.UNER.ZS],"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative) [SE.SEC.CUAT.PO.FE.ZS]","Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative) [SE.SEC.CUAT.PO.MA.ZS]","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative) [SE.SEC.CUAT.PO.ZS]","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative) [SE.PRM.CUAT.FE.ZS]","Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative) [SE.PRM.CUAT.MA.ZS]","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative) [SE.PRM.CUAT.ZS]","Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative) [SE.SEC.CUAT.UP.FE.ZS]","Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative) [SE.SEC.CUAT.UP.MA.ZS]","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative) [SE.SEC.CUAT.UP.ZS]","Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative) [SE.TER.CUAT.MS.FE.ZS]","Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative) [SE.TER.CUAT.MS.MA.ZS]","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative) [SE.TER.CUAT.MS.ZS]","Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative) [SE.TER.CUAT.DO.FE.ZS]","Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative) [SE.TER.CUAT.DO.MA.ZS]","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative) [SE.TER.CUAT.DO.ZS]","Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%) [SE.TER.GRAD.FE.AG.ZS]","Female share of graduates in Arts and Humanities programmes, tertiary (%) [SE.TER.GRAD.FE.HU.ZS]","Female share of graduates in Business, Administration and Law programmes, tertiary (%) [UIS.FGP.5T8.F400]","Female share of graduates in Education programmes, tertiary (%) [SE.TER.GRAD.FE.ED.ZS]","Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%) [SE.TER.GRAD.FE.EN.ZS]","Female share of graduates in Health and Welfare programmes, tertiary (%) [SE.TER.GRAD.FE.HL.ZS]","Female share of graduates in Information and Communication Technologies programmes, tertiary (%) [UIS.FGP.5T8.F600]","Female share of graduates in Natural Sciences, Mathematics and Statistics programmes, tertiary (%) [SE.TER.GRAD.FE.SC.ZS]","Female share of graduates in other fields than Science, Technology, Engineering and Mathematics programmes, tertiary (%) [UIS.FGP.5T8.FNON500600700]","Female share of graduates in Services programmes, tertiary (%) [SE.TER.GRAD.FE.SV.ZS]","Female share of graduates in Social Sciences, Journalism and Information programmes, tertiary (%) [SE.TER.GRAD.FE.SS.ZS]","Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Gross graduation ratio, primary, female (%) [SE.PRM.CMPL.FE.ZS]","Gross graduation ratio, primary, male (%) [SE.PRM.CMPL.MA.ZS]","Gross graduation ratio, primary, total (%) [SE.PRM.CMPL.ZS]","Gross graduation ratio, tertiary, female (%) [SE.TER.CMPL.FE.ZS]","Gross graduation ratio, tertiary, male (%) [SE.TER.CMPL.MA.ZS]","Gross graduation ratio, tertiary, total (%) [SE.TER.CMPL.ZS]",Human Capital Index (HCI) (scale 0-1) [HD.HCI.OVRL],"Literacy rate, adult female (% of females ages 15 and above) [SE.ADT.LITR.FE.ZS]","Literacy rate, adult male (% of males ages 15 and above) [SE.ADT.LITR.MA.ZS]","Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]"
1987,YR1987,Spain,ESP,..,..,..,..,..,..,..,..,0.793590009212494,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.12818002700806,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Sweden,SWE,5803,5398,..,..,..,65.1110916137695,66.0167465209961,65.5588226318359,1.83226001262665,17.0955104827881,17.2957706451416,17.1944999694824,..,..,..,52.7206611633301,55.6596412658691,54.1735992431641,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Switzerland,CHE,46863,52657,..,..,..,..,..,..,22.0736598968506,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.16285991668701,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Turkiye,TUR,..,..,..,..,..,..,..,..,7.40346002578735,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,United Kingdom,GBR,35262,45269,..,..,..,..,..,..,1.98894000053406,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.37180995941162,..,..,..,..,..,..,..,..,..,..
1987,YR1987,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Australia,AUS,9345,15810,..,..,..,..,..,..,1.75106000900269,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.90948009490967,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.19073009490967,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Belgium,BEL,6853,15542,..,..,..,..,..,..,3.10971999168396,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.30072021484375,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Canada,CAN,50656,48829,..,..,..,..,..,..,4.51728010177612,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.17614984512329,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Colombia,COL,..,..,..,..,..,..,..,..,31.2525196075439,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.01322984695435,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Czechia,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Denmark,DNK,1592,2342,..,..,..,..,..,..,1.02452003955841,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.33533000946045,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.06695985794067,..,..,..,..,..,..,..,..,..,..
1988,YR1988,France,FRA,..,..,..,..,..,..,..,..,0.154440000653267,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.54472017288208,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Greece,GRC,35476,39565,..,..,..,..,..,..,8.27853012084961,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.86893999576569,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Ireland,IRL,21911,26535,..,..,..,..,..,..,11.4453802108765,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.0161600112915,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.59277009963989,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Japan,JPN,..,..,..,..,..,..,..,..,0.1441899985075,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.55604982376099,..,..,..,..,..,..,..,..,..,..
1988,YR1988,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,0.115970000624657,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.74737000465393,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Luxembourg,LUX,1683,2070,..,..,..,..,..,..,15.0995798110962,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.014319896698,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Mexico,MEX,..,..,..,..,..,..,..,..,0.898060023784637,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Netherlands,NLD,14685,33817,..,..,..,..,..,..,4.55629014968872,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.47145986557007,..,..,..,..,..,..,..,..,..,..
1988,YR1988,New Zealand,NZL,..,..,..,..,..,..,..,..,0.107940003275871,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.4258599281311,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Norway,NOR,3787,3823,..,..,..,..,..,..,2.3545401096344,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.86597013473511,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Poland,POL,..,..,..,..,..,50.5185890197754,61.4694213867188,55.6967010498047,..,..,..,..,91.1470718383789,94.8783721923828,92.9114227294922,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.2519836425781,99.2751693725586,98.7427368164063
1988,YR1988,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.38753008842468,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Spain,ESP,20223,23126,..,..,..,..,..,..,1.39614999294281,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.32829999923706,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Sweden,SWE,4623,4829,..,..,..,66.7121810913086,67.4981307983398,67.1008377075195,1.58178997039795,17.5904998779297,17.7041091918945,17.6466808319092,..,..,..,54.1858406066895,56.982738494873,55.5688705444336,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Switzerland,CHE,42291,47572,..,..,..,..,..,..,20.2721996307373,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.22726011276245,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Turkiye,TUR,..,..,..,..,..,..,..,..,5.717209815979,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,United Kingdom,GBR,2727,10287,..,..,..,..,..,..,0.320840001106262,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.26831007003784,..,..,..,..,..,..,..,..,..,..
1988,YR1988,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Australia,AUS,8656,15177,..,..,..,..,..,..,1.63487994670868,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.74096012115479,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Austria,AUT,8780,10732,..,..,..,..,..,..,5.71250009536743,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.01816987991333,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Canada,CAN,55016,40099,..,..,..,..,..,..,4.27606010437012,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.09832000732422,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Colombia,COL,..,..,..,..,..,..,..,..,31.1301803588867,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.70525002479553,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Costa Rica,CRI,26764,28153,..,..,..,..,..,..,13.1525802612305,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.07784986495972,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Czechia,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Denmark,DNK,3718,4453,..,..,..,..,..,..,2.2012300491333,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.83814001083374,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,97.0566177368164,98.8168716430664,97.8335189819336,58.4942817687988,59.1501083374023,58.7837409973145,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.6014785766602,99.8759765625,99.7264404296875
1989,YR1989,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.07260990142822,..,..,..,..,..,..,..,..,..,..
1989,YR1989,France,FRA,..,..,..,..,..,..,..,..,0.140340000391006,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.45639991760254,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Greece,GRC,37810,41184,..,..,..,..,..,..,8.80918025970459,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.01546001434326,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Ireland,IRL,20539,25699,..,..,..,..,..,..,10.9974699020386,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.71301984786987,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Japan,JPN,..,..,..,..,..,..,..,..,0.15429000556469,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.3671498298645,..,..,..,..,..,..,..,..,..,..
1989,YR1989,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,0.117689996957779,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.06262993812561,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Latvia,LVA,..,..,..,..,..,58.2983512878418,61.3630294799805,59.6433906555176,..,13.0115203857422,13.826470375061,13.3691997528076,77.6439819335938,84.9645080566406,80.8568420410156,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.1887969970703,99.7543334960938,99.4523010253906
1989,YR1989,Lithuania,LTU,..,..,..,..,..,65.4455032348633,74.6865310668945,69.6034774780273,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.7815933227539,99.2068099975586,98.4412689208984
1989,YR1989,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.87238001823425,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Mexico,MEX,..,..,..,..,..,..,..,..,3.36458992958069,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.28201007843018,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Netherlands,NLD,11156,30972,..,..,..,..,..,..,4.00250005722046,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,New Zealand,NZL,..,..,..,..,..,..,..,..,0.16967000067234,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.81824016571045,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Norway,NOR,2072,2156,..,..,..,..,..,..,1.34177994728088,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.29986000061035,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.47523999214172,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Spain,ESP,9411,13562,..,..,..,..,..,..,0.769959986209869,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.55177998542786,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Sweden,SWE,3558,3630,..,..,..,68.1673889160156,69.0114517211914,68.5846710205078,1.22371995449066,18.0661792755127,18.082649230957,18.0743408203125,..,..,..,55.5101509094238,58.3053512573242,56.8919715881348,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Switzerland,CHE,37913,42026,..,..,..,..,..,..,18.1972408294678,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.13967990875244,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Turkiye,TUR,..,..,..,..,..,..,..,..,5.72710990905762,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,United Kingdom,GBR,..,..,..,..,..,..,..,..,0.287880003452301,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.12511014938354,..,..,..,..,..,..,..,..,..,..
1989,YR1989,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Australia,AUS,12488,17656,..,..,..,..,..,..,2.02553009986877,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.66854000091553,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.95725011825562,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Canada,CAN,42881,53084,..,..,..,..,..,..,4.26754999160767,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.9919900894165,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.25015997886658,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Costa Rica,CRI,27305,29402,..,..,..,..,..,..,13.200779914856,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Czechia,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Denmark,DNK,3781,4518,..,..,..,..,..,..,2.31491994857788,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Finland,FIN,..,..,..,..,..,48.5795402526855,52.903881072998,50.6263313293457,..,13.3266801834106,17.6306705474854,15.3638401031494,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.33890008926392,..,..,..,..,..,..,..,..,..,..
1990,YR1990,France,FRA,..,..,..,..,..,44.4329109191895,52.7037582397461,48.3541107177734,0.0825100019574165,10.252269744873,12.7396697998047,11.4315395355225,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.51393985748291,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Greece,GRC,39541,40723,..,..,..,..,..,..,9.10389995574951,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.04608011245728,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.740909576416,47.9384803771973,40.8641014099121,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.8000030517578,99.3000030517578,99.0999984741211
