Time,Time Code,Country Name,Country Code,A woman can travel outside her home in the same way as a man (1=yes; 0=no) [SG.HME.TRVL.EQ],A woman can travel outside the country in the same way as a man (1=yes; 0=no) [SG.CTR.TRVL.EQ],Women participating in own health care decisions (% of women age 15-49) [SG.DMK.HLTH.FN.ZS],Women participating in making major household purchase decisions (% of women age 15-49) [SG.DMK.PRCH.FN.ZS],Women participating in making daily purchase decisions (% of women age 15-49) [SG.DMK.DPCH.FN.ZS],"Women participating in decision of visits to family, relatives, friends (% of women age 15-49) [SG.DMK.VISI.FN.ZS]","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49) [SG.DMK.SRCR.FN.ZS]",Firms with female top manager (% of firms) [IC.FRM.FEMM.ZS],Female share of employment in senior and middle management (%) [SL.EMP.SMGT.FE.ZS],Proportion of seats held by women in national parliaments (%) [SG.GEN.PARL.ZS],Proportion of women in ministerial level positions (%) [SG.GEN.MNST.ZS],"Prevalence of overweight, female (% of female adults) [SH.STA.OWAD.FE.ZS]","Prevalence of overweight, male (% of male adults) [SH.STA.OWAD.MA.ZS]",Women's share of population ages 15+ living with HIV (%) [SH.DYN.AIDS.FE.ZS],"Account, female (% age 15+) [account.t.d.1]","Account, male (% age 15+) [account.t.d.2]",Has access to the Internet (% age 15+) [Internet],Men who own a house alone (% of men) [SG.OWN.HSAL.MA.ZS],"Paid school fees, female (% age 15+) [fin33.2014.d.1]","Paid school fees, male (% age 15+) [fin33.2014.d.2]","Saved for old age, female (% age 15+) [fin16.t.d.1]","Saved for old age, male (% age 15+) [fin16.t.d.2]",Women who do not own a house (% of women age 15-49) [SG.OWN.HSNO.FE.ZS],Women who own a house alone (% of women age 15-49) [SG.OWN.HSAL.FE.ZS],Proportion of women who have ever experienced any form of sexual violence (% of women ages 15-49) [SG.VAW.AFSX.ZS],Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant) [SP.MTR.1519.ZS],Women who were first married by age 18 (% of women ages 20-24) [SP.M18.2024.FE.ZS],Women whose husband or partner has ever demonstrated controlling behaviors (% of ever-married women ages 15-49) [SG.VAW.IPCB.ZS]
1986,YR1986,United States,USA,1,1,..,..,..,..,..,..,..,..,..,43.3,53.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Australia,AUS,1,1,..,..,..,..,..,..,..,..,..,42.7,54.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Austria,AUT,1,1,..,..,..,..,..,..,..,..,..,35.4,46.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Belgium,BEL,1,1,..,..,..,..,..,..,..,..,..,44.3,53.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Canada,CAN,1,1,..,..,..,..,..,..,..,..,..,41.8,52.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Chile,CHL,1,1,..,..,..,..,..,..,..,..,..,48.9,45.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Colombia,COL,1,1,..,..,..,..,..,..,..,..,..,45.9,35.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Costa Rica,CRI,1,1,..,..,..,..,..,..,..,..,..,40.3,32.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Czechia,CZE,1,1,..,..,..,..,..,..,..,..,..,50.4,55.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Denmark,DNK,1,1,..,..,..,..,..,..,..,..,..,38.4,47.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Estonia,EST,1,1,..,..,..,..,..,..,..,..,..,49.3,45,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Finland,FIN,1,1,..,..,..,..,..,..,..,..,..,38.7,49,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,France,FRA,1,1,..,..,..,..,..,..,..,..,..,40.9,50.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Germany,DEU,1,1,..,..,..,..,..,..,..,..,..,38.4,50.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Greece,GRC,1,1,..,..,..,..,..,..,..,..,..,44.7,51.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Hungary,HUN,1,1,..,..,..,..,..,..,..,..,..,45.8,52.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Iceland,ISL,1,1,..,..,..,..,..,..,..,..,..,41.8,51.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Ireland,IRL,1,1,..,..,..,..,..,..,..,..,..,35.9,48.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Israel,ISR,1,1,..,..,..,..,..,..,..,..,..,49.7,55.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Italy,ITA,1,1,..,..,..,..,..,..,..,..,..,40.3,50.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Japan,JPN,1,1,..,..,..,..,..,..,..,..,..,16.8,18.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,"Korea, Rep.",KOR,1,1,..,..,..,..,..,..,..,..,..,17.8,17.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Latvia,LVA,1,1,..,..,..,..,..,..,..,..,..,51.2,45.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Lithuania,LTU,1,1,..,..,..,..,..,..,..,..,..,52,46.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Luxembourg,LUX,1,1,..,..,..,..,..,..,..,..,..,39.7,49.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Mexico,MEX,1,1,..,..,..,..,..,..,..,..,..,50.6,42.6,..,..,..,..,..,..,..,..,..,..,..,..,17.9,27.6,..
1987,YR1987,Netherlands,NLD,1,1,..,..,..,..,..,..,..,..,..,35.7,44.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,New Zealand,NZL,1,1,..,..,..,..,..,..,..,..,..,44.6,54,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Norway,NOR,1,1,..,..,..,..,..,..,..,..,..,38.7,47.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Poland,POL,1,1,..,..,..,..,..,..,..,..,..,43.5,48.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Portugal,PRT,0,1,..,..,..,..,..,..,..,..,..,34.8,42.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Slovak Republic,SVK,1,1,..,..,..,..,..,..,..,..,..,40.5,47.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Slovenia,SVN,1,1,..,..,..,..,..,..,..,..,..,40.7,46,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Spain,ESP,1,1,..,..,..,..,..,..,..,..,..,44.3,53.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Sweden,SWE,1,1,..,..,..,..,..,..,..,..,..,38.8,47.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Switzerland,CHE,1,1,..,..,..,..,..,..,..,..,..,33.1,44.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,Turkiye,TUR,1,1,..,..,..,..,..,..,..,..,..,49.5,40.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,United Kingdom,GBR,1,1,..,..,..,..,..,..,..,..,..,42.6,51.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1987,YR1987,United States,USA,1,1,..,..,..,..,..,..,..,..,..,44,53.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Australia,AUS,1,1,..,..,..,..,..,..,..,..,..,43.3,55,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Austria,AUT,1,1,..,..,..,..,..,..,..,..,..,35.8,46.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Belgium,BEL,1,1,..,..,..,..,..,..,..,..,..,44.6,54.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Canada,CAN,1,1,..,..,..,..,..,..,..,..,..,42.4,53.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Chile,CHL,1,1,..,..,..,..,..,..,..,..,..,49.4,45.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Colombia,COL,1,1,..,..,..,..,..,..,..,..,..,46.5,36,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Costa Rica,CRI,1,1,..,..,..,..,..,..,..,..,..,41.1,33.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Czechia,CZE,1,1,..,..,..,..,..,..,..,..,..,50.6,56.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Denmark,DNK,1,1,..,..,..,..,..,..,..,..,..,38.8,48.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Estonia,EST,1,1,..,..,..,..,..,..,..,..,..,49.4,45.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Finland,FIN,1,1,..,..,..,..,..,..,..,..,..,39.3,49.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,France,FRA,1,1,..,..,..,..,..,..,..,..,..,41.3,51.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Germany,DEU,1,1,..,..,..,..,..,..,..,..,..,38.8,51.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Greece,GRC,1,1,..,..,..,..,..,..,..,..,..,45.1,52.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Hungary,HUN,1,1,..,..,..,..,..,..,..,..,..,46,52.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Iceland,ISL,1,1,..,..,..,..,..,..,..,..,..,42.2,52.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Ireland,IRL,1,1,..,..,..,..,..,..,..,..,..,36.6,48.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Israel,ISR,1,1,..,..,..,..,..,..,..,..,..,50.1,56.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Italy,ITA,1,1,..,..,..,..,..,..,..,..,..,40.6,51.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Japan,JPN,1,1,..,..,..,..,..,..,..,..,..,16.9,18.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,"Korea, Rep.",KOR,1,1,..,..,..,..,..,..,..,..,..,18.3,18.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Latvia,LVA,1,1,..,..,..,..,..,..,..,..,..,51.4,46.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Lithuania,LTU,1,1,..,..,..,..,..,..,..,..,..,52.3,47.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Luxembourg,LUX,1,1,..,..,..,..,..,..,..,..,..,40,50.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Mexico,MEX,1,1,..,..,..,..,..,..,..,..,..,51.2,43.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Netherlands,NLD,1,1,..,..,..,..,..,..,..,..,..,36.2,45.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,New Zealand,NZL,1,1,..,..,..,..,..,..,..,..,..,45.2,54.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Norway,NOR,1,1,..,..,..,..,..,..,..,..,..,39.1,48.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Poland,POL,1,1,..,..,..,..,..,..,..,..,..,43.8,49.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Portugal,PRT,0,1,..,..,..,..,..,..,..,..,..,35.5,43.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Slovak Republic,SVK,1,1,..,..,..,..,..,..,..,..,..,40.9,48.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Slovenia,SVN,1,1,..,..,..,..,..,..,..,..,..,41.1,46.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Spain,ESP,1,1,..,..,..,..,..,..,..,..,..,44.8,53.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Sweden,SWE,1,1,..,..,..,..,..,..,..,..,..,39.1,48.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Switzerland,CHE,1,1,..,..,..,..,..,..,..,..,..,33.9,45.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,Turkiye,TUR,1,1,..,..,..,..,..,..,..,..,..,50.6,41.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,United Kingdom,GBR,1,1,..,..,..,..,..,..,..,..,..,43.2,52,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1988,YR1988,United States,USA,1,1,..,..,..,..,..,..,..,..,..,44.7,54.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Australia,AUS,1,1,..,..,..,..,..,..,..,..,..,43.8,55.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Austria,AUT,1,1,..,..,..,..,..,..,..,..,..,36.2,47.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Belgium,BEL,1,1,..,..,..,..,..,..,..,..,..,44.9,54.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Canada,CAN,1,1,..,..,..,..,..,..,..,..,..,43,54,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Chile,CHL,1,1,..,..,..,..,..,..,..,..,..,49.8,46.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Colombia,COL,1,1,..,..,..,..,..,..,..,..,..,47.2,36.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Costa Rica,CRI,1,1,..,..,..,..,..,..,..,..,..,41.9,34,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Czechia,CZE,1,1,..,..,..,..,..,..,..,..,..,50.7,56.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Denmark,DNK,1,1,..,..,..,..,..,..,..,..,..,39.1,49,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Estonia,EST,1,1,..,..,..,..,..,..,..,..,..,49.5,45.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Finland,FIN,1,1,..,..,..,..,..,..,..,..,..,39.9,50.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,France,FRA,1,1,..,..,..,..,..,..,..,..,..,41.6,51.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Germany,DEU,1,1,..,..,..,..,..,..,..,..,..,39.2,51.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Greece,GRC,1,1,..,..,..,..,..,..,..,..,..,45.6,53,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Hungary,HUN,1,1,..,..,..,..,..,..,..,..,..,46.2,53.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Iceland,ISL,1,1,..,..,..,..,..,..,..,..,..,42.6,53,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Ireland,IRL,1,1,..,..,..,..,..,..,..,..,..,37.2,49.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Israel,ISR,1,1,..,..,..,..,..,..,..,..,..,50.4,57.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Italy,ITA,1,1,..,..,..,..,..,..,..,..,..,41,51.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Japan,JPN,1,1,..,..,..,..,..,..,..,..,..,17.1,19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,"Korea, Rep.",KOR,1,1,..,..,..,..,..,..,..,..,..,18.8,19.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Latvia,LVA,1,1,..,..,..,..,..,..,..,..,..,51.5,46.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Lithuania,LTU,1,1,..,..,..,..,..,..,..,..,..,52.7,48.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Luxembourg,LUX,1,1,..,..,..,..,..,..,..,..,..,40.4,50.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Mexico,MEX,1,1,..,..,..,..,..,..,..,..,..,51.9,44.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Netherlands,NLD,1,1,..,..,..,..,..,..,..,..,..,36.7,46.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,New Zealand,NZL,1,1,..,..,..,..,..,..,..,..,..,45.8,55.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Norway,NOR,1,1,..,..,..,..,..,..,..,..,..,39.5,48.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Poland,POL,1,1,..,..,..,..,..,..,..,..,..,44,49.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Portugal,PRT,1,1,..,..,..,..,..,..,..,..,..,36.1,44.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Slovak Republic,SVK,1,1,..,..,..,..,..,..,..,..,..,41.3,49.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Slovenia,SVN,1,1,..,..,..,..,..,..,..,..,..,41.4,47.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Spain,ESP,1,1,..,..,..,..,..,..,..,..,..,45.2,54.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Sweden,SWE,1,1,..,..,..,..,..,..,..,..,..,39.4,48.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Switzerland,CHE,1,1,..,..,..,..,..,..,..,..,..,34.8,46.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,Turkiye,TUR,1,1,..,..,..,..,..,..,..,..,..,51.7,42.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,United Kingdom,GBR,1,1,..,..,..,..,..,..,..,..,..,43.7,52.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1989,YR1989,United States,USA,1,1,..,..,..,..,..,..,..,..,..,45.4,55.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Australia,AUS,1,1,..,..,..,..,..,..,..,..,..,44.3,56.2,6.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Austria,AUT,1,1,..,..,..,..,..,..,..,..,..,36.6,48.2,22.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Belgium,BEL,1,1,..,..,..,..,..,..,..,..,..,45.2,55.4,26.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Canada,CAN,1,1,..,..,..,..,..,..,..,..,..,43.5,54.7,23,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Chile,CHL,1,1,..,..,..,..,..,..,..,..,..,50.2,47.2,14.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Colombia,COL,1,1,..,..,..,..,..,..,..,..,..,47.8,37.6,49.7,..,..,..,..,..,..,..,..,..,..,..,12.8,22,..
1990,YR1990,Costa Rica,CRI,1,1,..,..,..,..,..,..,..,..,..,42.7,34.9,25.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Czechia,CZE,1,1,..,..,..,..,..,..,..,..,..,50.8,57.2,18.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Denmark,DNK,1,1,..,..,..,..,..,..,..,..,..,39.5,49.7,20.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Estonia,EST,1,1,..,..,..,..,..,..,..,..,..,49.6,46.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Finland,FIN,1,1,..,..,..,..,..,..,..,..,..,40.5,51.6,23.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,France,FRA,1,1,..,..,..,..,..,..,..,..,..,42,52.4,31.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Germany,DEU,1,1,..,..,..,..,..,..,..,..,..,39.6,52.4,18.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Greece,GRC,1,1,..,..,..,..,..,..,..,..,..,46.1,53.7,15.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Hungary,HUN,1,1,..,..,..,..,..,..,..,..,..,46.5,54.1,16.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Iceland,ISL,1,1,..,..,..,..,..,..,..,..,..,43,53.7,22.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Ireland,IRL,1,1,..,..,..,..,..,..,..,..,..,37.9,50.2,30.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Israel,ISR,1,1,..,..,..,..,..,..,..,..,..,50.7,57.7,21.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Italy,ITA,1,1,..,..,..,..,..,..,..,..,..,41.3,52.2,25.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Japan,JPN,1,1,..,..,..,..,..,..,..,..,..,17.2,19.4,24.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,"Korea, Rep.",KOR,1,1,..,..,..,..,..,..,..,..,..,19.3,20,15.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Latvia,LVA,1,1,..,..,..,..,..,..,..,..,..,51.7,47.1,25.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Lithuania,LTU,1,1,..,..,..,..,..,..,..,..,..,53,48.8,9.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Luxembourg,LUX,1,1,..,..,..,..,..,..,..,..,..,40.8,51.4,23.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Mexico,MEX,1,1,..,..,..,..,..,..,..,..,..,52.5,45.1,20.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Netherlands,NLD,1,1,..,..,..,..,..,..,..,..,..,37.2,47.1,17.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,New Zealand,NZL,1,1,..,..,..,..,..,..,..,..,..,46.4,56.1,14.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Norway,NOR,1,1,..,..,..,..,..,..,..,..,..,40,49.5,22.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Poland,POL,1,1,..,..,..,..,..,..,..,..,..,44.3,50.3,18.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Portugal,PRT,1,1,..,..,..,..,..,..,..,..,..,36.8,45,26.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Slovak Republic,SVK,1,1,..,..,..,..,..,..,..,..,..,41.7,49.9,27.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Slovenia,SVN,1,1,..,..,..,..,..,..,..,..,..,41.7,47.7,12.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Spain,ESP,1,1,..,..,..,..,..,..,..,..,..,45.7,55.1,22.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Sweden,SWE,1,1,..,..,..,..,..,..,..,..,..,39.7,49.5,25,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Switzerland,CHE,1,1,..,..,..,..,..,..,..,..,..,35.7,47.9,25.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,Turkiye,TUR,1,1,..,..,..,..,..,..,..,..,..,52.7,43.6,17.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,United Kingdom,GBR,1,1,..,..,..,..,..,..,..,..,..,44.3,53.3,25.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,YR1990,United States,USA,1,1,..,..,..,..,..,..,..,..,..,46.1,56.1,25.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1991,YR1991,Australia,AUS,1,1,..,..,..,..,..,..,..,..,..,44.9,56.9,7.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1991,YR1991,Austria,AUT,1,1,..,..,..,..,..,..,..,..,..,37.1,48.9,22.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1991,YR1991,Belgium,BEL,1,1,..,..,..,..,..,..,..,..,..,45.5,56,26.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1991,YR1991,Canada,CAN,1,1,..,..,..,..,..,..,..,..,..,44.1,55.3,23.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1991,YR1991,Chile,CHL,1,1,..,..,..,..,..,..,..,..,..,50.7,47.9,14.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1991,YR1991,Colombia,COL,1,1,..,..,..,..,..,..,..,..,..,48.4,38.4,45.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1991,YR1991,Costa Rica,CRI,1,1,..,..,..,..,..,..,..,..,..,43.6,35.8,25.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1991,YR1991,Czechia,CZE,1,1,..,..,..,..,..,..,..,..,..,50.9,57.7,17.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1991,YR1991,Denmark,DNK,1,1,..,..,..,..,..,..,..,..,..,39.8,50.4,21.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1991,YR1991,Estonia,EST,1,1,..,..,..,..,..,..,..,..,..,49.7,46.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1991,YR1991,Finland,FIN,1,1,..,..,..,..,..,..,..,..,..,41.1,52.4,23.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1991,YR1991,France,FRA,1,1,..,..,..,..,..,..,..,..,..,42.4,53,31.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1991,YR1991,Germany,DEU,1,1,..,..,..,..,..,..,..,..,..,39.9,53,19.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1991,YR1991,Greece,GRC,1,1,..,..,..,..,..,..,..,..,..,46.5,54.3,15.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..
