Time,Time Code,Country Name,Country Code,Female headed households (% of households with a female head) [SP.HOU.FEMA.ZS],"Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","Life expectancy at age 60, female (years) [SP.DYN.LE60.FE.IN]","Life expectancy at age 60, male (years) [SP.DYN.LE60.MA.IN]","Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Population ages 0-14, female [SP.POP.0014.FE.IN]","Population ages 0-14, male [SP.POP.0014.MA.IN]","Population ages 15-19, male [SP.POP.1519.MA]","Population ages 15-19, female [SP.POP.1519.FE]","Population ages 20-24, female [SP.POP.2024.FE]","Population ages 20-24, male [SP.POP.2024.MA]","Population ages 25-29, female [SP.POP.2529.FE]","Population ages 25-29, male [SP.POP.2529.MA]","Population ages 30-34, female [SP.POP.3034.FE]","Population ages 30-34, male [SP.POP.3034.MA]","Population ages 35-39, female [SP.POP.3539.FE]","Population ages 35-39, male [SP.POP.3539.MA]","Population ages 40-44, female [SP.POP.4044.FE]","Population ages 40-44, male [SP.POP.4044.MA]","Population ages 45-49, female [SP.POP.4549.FE]","Population ages 45-49, male [SP.POP.4549.MA]","Population ages 50-54, female [SP.POP.5054.FE]","Population ages 50-54, male [SP.POP.5054.MA]","Population ages 55-59, female [SP.POP.5559.FE]","Population ages 55-59, male [SP.POP.5559.MA]","Population ages 60-64, female [SP.POP.6064.FE]","Population ages 60-64, male [SP.POP.6064.MA]",Population ages 65 and above (% of total) [SP.POP.65UP.TO.ZS],"Population ages 65 and above, female [SP.POP.65UP.FE.IN]","Population ages 65 and above, male [SP.POP.65UP.MA.IN]","Population, female [SP.POP.TOTL.FE.IN]","Population, male [SP.POP.TOTL.MA.IN]","Population, total [SP.POP.TOTL]",Rural population (% of total population) [SP.RUR.TOTL.ZS],"Rural population, female (% of total) [SP.RUR.TOTL.FE.ZS]","Rural population, male (% of total) [SP.RUR.TOTL.MA.ZS]",Urban population (% of total population) [SP.URB.TOTL.IN.ZS],"Urban population, female (% of total) [SP.URB.TOTL.FE.ZS]","Urban population, male (% of total) [SP.URB.TOTL.MA.ZS]"
1994,YR1994,Estonia,EST,..,1.42,..,..,72.8,60.5,149854,158326,51667,49341,49680,50873,47500,47114,53430,52637,55169,52855,53563,49938,47176,42181,46170,39954,50407,40650,47336,34921,13.1123846077222,131338,60432,780965,681549,1462514,29.513,..,..,70.487,..,..
1994,YR1994,Finland,FIN,..,1.85,..,..,80.15,72.82,475203,496229,166985,159771,149012,155785,177872,185205,186739,195360,191711,199329,202253,210896,206305,214160,145405,145377,136168,130262,129746,115449,14.0146487464847,452266,260846,2612451,2475883,5088333,19.312,..,..,80.688,..,..
1994,YR1994,France,FRA,..,1.73,..,..,81.9,73.6,5670077,5942001,2008485,1929693,2189102,2234068,2157500,2150260,2217390,2187972,2202170,2164838,2216019,2215793,2015149,2046296,1444357,1454531,1505261,1442952,1592664,1433202,15.0146056536421,5364995,3542807,30504379,28823205,59327585,25.257,..,..,74.743,..,..
1994,YR1994,Germany,DEU,..,1.24,..,..,79.6,73.1,6477689,6815770,2165881,2058193,2530680,2663015,3382797,3618509,3422066,3653514,2989191,3154347,2796450,2871474,2299079,2361555,2847090,2895706,2850710,2830234,2215351,2072959,15.3073906588459,8108051,4358035,41977348,39461000,81438348,26.29,..,..,73.71,..,..
1994,YR1994,Greece,GRC,..,1.33,..,..,80.2,75.2,879181,932568,398418,373980,390567,413773,404666,431572,376855,384375,369739,373981,338198,344811,334531,332651,291369,284195,325707,305827,334903,306153,15.0757510049504,872546,712356,5292242,5220681,10512922,28.002,..,..,71.998,..,..
1994,YR1994,Hungary,HUN,..,1.64,..,..,74.31,64.86,934414,977968,442092,420866,362687,379562,328099,339126,312484,314918,399610,396924,413387,402854,355631,338477,338030,303344,312877,255053,315404,248422,14.0295504907259,902757,548369,5396245,4947110,10343355,34.665,..,..,65.335,..,..
1994,YR1994,Iceland,ISL,..,2.14,..,..,81.47,77.13,32041,33713,10532,10173,10255,10617,10443,10565,10628,10907,10125,10404,8891,9445,7573,8009,5948,5931,5084,4979,5276,5120,11.0369256022643,16183,13177,132621,133400,266021,8.54000000000001,..,..,91.46,..,..
1994,YR1994,Ireland,IRL,..,1.85,..,..,78.659,73.052,433340,458620,170999,163379,142029,148996,124328,123050,131011,125313,124867,122232,115710,116600,111691,114349,82811,86448,74368,74675,66974,66645,11.4737536338664,236290,175662,1806797,1783589,3590386,42.269,..,..,57.731,..,..
1994,YR1994,Israel,ISR,..,2.9,..,..,79.4,75.5,776869,809457,258242,246566,228062,235000,191151,188296,183194,178117,181578,171428,179778,171180,158167,148939,99182,94965,100584,89447,94343,79879,9.90138585771222,303149,231427,2742624,2656376,5399000,9.233,..,..,90.767,..,..
1994,YR1994,Italy,ITA,..,1.21,..,..,81.2,74.8,4116606,4322105,1919799,1849185,2179841,2249794,2312900,2360833,2194725,2208222,1971388,1965491,1891126,1869327,1922270,1891281,1787156,1721264,1799702,1692859,1743032,1564964,16.377506963997,5529221,3780310,29297151,27546249,56843400,33.138,..,..,66.862,..,..
1994,YR1994,Japan,JPN,..,1.5,..,..,82.96,76.57,9750287,10194060,4570654,4357302,4838992,5061130,4240020,4420146,3918888,4077633,3871207,3985306,4690686,4775862,4986988,5046321,4531200,4459954,4038977,3916370,3810275,3559601,14.4403485702924,10648317,7427822,63683139,61494860,125178000,22.119,..,..,77.881,..,..
1994,YR1994,"Korea, Rep.",KOR,..,1.656,..,..,77.7,69.3,5078421,5528973,2043198,1907281,2193483,2310813,2063153,2139972,2179510,2252315,1936931,2037985,1357990,1449454,1136907,1194882,1056760,1044336,961345,895715,767204,608002,5.59324891543996,1571874,925038,22210858,22430682,44641540,22.548,..,..,77.452,..,..
1994,YR1994,Latvia,LVA,..,1.39,..,..,72.62,59.04,261525,263166,84149,83526,88980,91905,86672,86724,96722,93326,95352,89862,87295,79357,77733,68156,85669,71351,88488,69507,80632,58358,13.1821599034244,229916,102372,1362511,1158232,2520742,31.099,..,..,68.901,..,..
1994,YR1994,Lithuania,LTU,..,1.57,..,..,74.82,62.54,402911,405303,130250,129408,132707,135572,137910,138175,150637,147665,139191,131775,119274,109706,109382,96810,113328,97000,113942,89582,109195,80097,11.9580480506803,286413,150910,1944299,1712846,3657144,32.655,..,..,67.345,..,..
1994,YR1994,Luxembourg,LUX,..,1.72,..,..,79.7,73.2,35921,37757,11220,10684,12970,13463,16380,17116,17487,17932,16367,16952,14630,15506,12843,14011,11560,11952,11000,10863,11000,10316,13.6488962015304,33886,21109,204729,198196,402925,17.518,..,..,82.482,..,..
1994,YR1994,Mexico,MEX,..,3.127,..,..,74.99,67.781,16120937,16440872,4836406,4949662,4527681,4286519,3872053,3567566,3287484,3004334,2715503,2500869,2190407,2044825,1713638,1609898,1396273,1302388,1177807,1087923,943942,863244,4.38681457282003,2068996,1805194,44964382,43350041,88314424,27.015,..,..,72.985,..,..
1994,YR1994,Netherlands,NLD,..,1.57,..,..,80.31,74.58,1384551,1448117,474576,454372,578652,595220,635110,663705,637581,665563,594589,613393,562552,583747,563336,588760,426032,444420,374333,377007,357107,337425,13.1490004692993,1212634,810055,7780850,7601988,15382838,28.038,..,..,71.962,..,..
1994,YR1994,New Zealand,NZL,..,2,..,..,79.7,74.2,406569,428989,136383,133335,145582,144865,141064,135780,152905,146612,139927,136049,126344,124743,114947,114913,92028,92226,75571,74975,70816,70487,11.4610342400578,237396,177494,1836484,1783517,3620000,14.596,..,..,85.404,..,..
1994,YR1994,Norway,NOR,..,1.87,..,..,80.64,74.88,409025,431124,140632,134769,160698,166993,167208,176237,157191,165480,155493,162050,148319,156016,151559,159697,113683,116569,94313,92501,93469,88697,16.0238123594927,406393,288498,2192121,2144493,4336613,26.547,..,..,73.453,..,..
1994,YR1994,Poland,POL,..,1.81,..,..,76.1,67.5,4390827,4595181,1609866,1543806,1336396,1391980,1196365,1243904,1359730,1394432,1633738,1651784,1576757,1559377,1225211,1182792,905002,837164,995511,876031,1014192,842635,10.845050739328,2620864,1559106,19798400,18744253,38542652,38.551,..,..,61.449,..,..
1994,YR1994,Portugal,PRT,..,1.45,..,..,78.5,71.5,884563,928048,410867,398353,395446,403115,371259,369096,368353,355808,351660,335306,337833,320186,323125,297079,286948,259300,298557,264264,294410,252515,14.8669641048364,872481,612956,5182987,4808539,9991525,49.551,..,..,50.449,..,..
1994,YR1994,Slovak Republic,SVK,..,1.67,..,..,76.5,68.3,609572,637169,242191,232582,201372,208927,183611,188232,193829,198798,210286,213368,205208,205414,163359,155388,139477,124468,125970,105950,129177,103058,10.6414424485152,347055,221872,2741496,2604835,5346331,43.402,..,..,56.598,..,..
1994,YR1994,Slovenia,SVN,..,1.32,..,..,77.4,69.6,185080,192060,77045,73601,70891,72977,76816,76403,77419,78120,78721,81630,77068,81773,60064,62066,58946,58031,56566,52695,58660,47934,11.8060517743613,153126,81749,1026959,962483,1989443,49.404,..,..,50.596,..,..
1994,YR1994,Spain,ESP,..,1.19,..,..,81.62,74.36,3302348,3485875,1694399,1615521,1634243,1710115,1606167,1655877,1523719,1544690,1379903,1381725,1231041,1230772,1212279,1193541,1043320,1018331,1038932,972106,1142048,1042139,14.8929233685122,3454573,2435445,20184093,19365015,39549108,24.226,..,..,75.774,..,..
1994,YR1994,Sweden,SWE,..,1.88,..,..,81.37,76.06,799731,843432,263183,251428,284253,296046,311313,328765,289317,305577,286886,299531,294993,305257,329710,340825,271467,282024,221118,220421,210714,197666,17.6191260337569,891382,655708,4442313,4338433,8780745,16.329,..,..,83.671,..,..
1994,YR1994,Switzerland,CHE,..,1.49,..,..,81.71,75.15,599369,631946,203499,193273,232071,232768,287505,285433,295892,302630,267069,278592,250543,255391,250133,255992,219703,220855,188393,182535,177210,159690,14.6315813939352,615859,407444,3577019,3416775,6993795,26.292,..,..,73.708,..,..
1994,YR1994,Turkiye,TUR,..,2.852,..,..,73.057,65.822,9603674,10048124,3121563,3006475,2727933,2845545,2557548,2727894,2075154,2291002,1789753,1800468,1567524,1524558,1251836,1234423,1039482,1007923,908037,855067,758066,681955,4.9497999879781,1657853,1228387,28943339,29366906,58310245,38.41,..,..,61.59,..,..
1994,YR1994,United Kingdom,GBR,..,1.74,..,..,79.6,74.3,5504244,5771923,1717777,1657659,2024100,2045361,2313693,2304086,2272428,2247933,1999878,1976450,1911291,1889779,2019932,2008448,1626127,1609978,1514037,1490053,1454350,1366454,15.7947743307623,5441099,3698664,29738839,28126906,57865745,21.707,..,..,78.293,..,..
1994,YR1994,United States,USA,..,2.0015,..,..,79,72.4,28062321,29459319,9289850,8758859,9304895,9650241,9979562,10055480,11286179,11276354,11129194,11059873,9882047,9660896,8433037,7961095,6763328,6452789,5695993,5388048,5354297,5373747,12.4839785383117,19372606,13475987,134022320,129103679,263126000,23.125,..,..,76.875,..,..
1995,YR1995,Australia,AUS,..,1.822,..,..,80.8,75,1888074,1986518,649744,617650,697665,718382,686771,690330,727567,726593,710811,708764,665855,664602,615307,633385,473866,494384,394584,405291,355417,352668,11.8892968888128,1213008,927646,9046575,8958307,18004882,15.102,6.63209004634738,7.26109026704922,84.898,43.6106819686603,42.4961377179431
1995,YR1995,Austria,AUT,..,1.42,..,..,80.1,73.4,690753,725323,234619,223071,272357,274709,335033,347489,343315,360059,302781,312336,258349,261297,250461,252518,254174,248313,221711,212430,192756,172876,15.1170734748695,769371,432175,4114132,3834145,7948278,38.404,17.2426746806912,16.9546706736789,61.596,34.4978712747308,31.3047833708991
1995,YR1995,Belgium,BEL,..,1.56,..,..,80.38,73.47,888360,932547,313627,300897,331286,341669,366401,379257,399108,412428,387561,398129,358536,369052,343988,353187,268959,270111,278421,268704,289852,267197,15.9570124330399,967611,649921,5180981,4955829,10136811,3.223,1.6140143686645,1.60417281763606,96.777,49.4734770199784,47.3083357937211
1995,YR1995,Canada,CAN,..,1.67,..,..,81,75.2,2912901,3063707,1019635,963652,988375,1023145,1084478,1106837,1296883,1321548,1284403,1288517,1157435,1149722,1028863,1027947,794199,791895,653497,642583,614962,593919,11.9212729441832,2020147,1473062,14799796,14502515,29302311,22.325,10.8346134152586,11.4900153609831,77.675,39.6757125789384,37.9996586448199
1995,YR1995,Chile,CHL,..,2.303,..,..,77.812,71.429,2025786,2111278,643412,622980,618774,633740,616417,624102,588788,588630,532173,528790,461472,456715,382499,375142,304803,298722,265520,252898,244735,222227,7.05565924634017,584348,432852,7248291,7168506,14416796,15.455,7.14681440443213,8.31024930747923,84.545,43.4002770083102,41.1426592797784
1995,YR1995,Colombia,COL,23.6,2.862,..,..,74.24,65.885,6143271,6358959,1837649,1786566,1634194,1652388,1605569,1598589,1507341,1480175,1270614,1232173,1011964,976167,782369,745125,607610,568869,476914,439924,393684,354896,4.18429739744128,843407,661690,18063500,17906602,35970101,28.223,13.8318523581681,15.6527682843472,71.777,36.7382091592618,33.7771701982228
1995,YR1995,Costa Rica,CRI,..,2.804,..,..,78.981,74.272,591192,620093,168317,162429,146511,148945,148017,148850,146969,148054,127248,127559,103036,102610,83194,83704,65022,65090,53908,53353,44778,43125,5.34173501534907,100471,90381,1772777,1800079,3572856,45.439,21.5579189422248,23.8861741879851,54.561,27.5941362460477,26.9617706237425
1995,YR1995,Czechia,CZE,..,1.28,..,..,76.65,69.67,940522,987966,444684,425454,410709,429836,334780,349956,333061,345906,346187,354507,402648,405112,411279,407573,332820,319169,258609,235063,267367,225564,13.1543366943692,843693,514789,5307128,5020124,10327253,25.357,12.8445691072638,12.5157171873489,74.643,38.5627236676661,36.0769900377213
1995,YR1995,Denmark,DNK,..,1.8,..,..,77.83,72.72,443845,466279,163738,156918,184529,191256,197407,207349,197419,208139,182787,190254,182064,187414,198204,204326,176422,180061,139411,137781,123644,116066,15.2494371510219,468105,329955,2650756,2582617,5233373,15.021,7.43501529051988,7.58792048929664,84.979,43.1766055045872,41.8004587155963
1995,YR1995,Estonia,EST,..,1.38,..,..,74.1,61.3,144432,152960,51093,48483,48531,50071,46897,46271,51173,50229,54049,51631,52987,49203,49401,44068,43001,37025,50696,40671,45818,33834,13.5113833869663,132272,61837,767739,668895,1436634,29.7,15.4919748778786,14.2358688066992,70.3,38.2414515003489,32.0307048150733
1995,YR1995,Finland,FIN,..,1.81,..,..,80.21,72.79,475489,496462,167273,160241,148701,155421,172654,179757,186210,194738,189494,197193,199802,206940,212994,221132,152258,153508,137494,131670,127413,114696,14.2184730722328,458401,267849,2621151,2486639,5107790,19.037,9.47347817576825,9.5713446858485,80.963,41.8477197103151,39.1074574280681
1995,YR1995,France,FRA,..,1.74,..,..,81.9,73.8,5633632,5904164,2006440,1928629,2154103,2196701,2146022,2140357,2224162,2193344,2206443,2165847,2203056,2187483,2144279,2168377,1472614,1484253,1479898,1424733,1574331,1421786,15.2543625906591,5459513,3623493,30626680,28916978,59543659,25.088,12.5672321059164,12.5206868018204,74.912,38.9911736312233,35.9209074610399
1995,YR1995,Germany,DEU,..,1.25,..,..,79.7,73.3,6457705,6794125,2212013,2103123,2380638,2493573,3285631,3507836,3486487,3728646,3079351,3255961,2828913,2904628,2407500,2476809,2637980,2680335,2958868,2942204,2271073,2141626,15.4791007080121,8153978,4489050,42051246,39626806,81678051,26.078,13.2957292506044,13.4184035503386,73.922,38.0807485537662,35.2051186452909
1995,YR1995,Greece,GRC,..,1.28,..,..,80.3,75,855990,908185,401231,374769,389332,413198,410870,440971,384642,396921,374692,378350,345399,353133,340188,337618,291700,286757,316720,297211,335323,304647,15.3785349210523,892439,731866,5312063,5250089,10562153,27.881,13.7006840970856,14.1786149376816,72.119,36.9506138131384,35.1700871520945
1995,YR1995,Hungary,HUN,..,1.57,..,..,74.55,65.26,917413,960158,426093,405568,380466,397647,338492,350642,306180,309614,374276,370314,425630,414093,365678,347967,339887,306201,314510,255701,310842,242875,14.2194044554028,914900,553818,5393842,4935123,10328965,34.791,17.7822853279243,17.0095624456679,65.209,34.4344634405486,30.7736887858592
1995,YR1995,Iceland,ISL,..,2.08,..,..,80.11,75.96,31805,33534,10709,10317,10253,10613,10109,10183,10625,10779,10257,10562,9136,9540,7815,8319,6281,6361,5063,4975,5184,5019,11.2267960744319,16542,13486,133388,134080,267468,8.37,3.74531835205993,4.49438202247191,91.63,46.0674157303371,45.6928838951311
1995,YR1995,Ireland,IRL,..,1.84,..,..,78.313,72.762,423772,447970,173078,165141,144110,149789,126416,125980,131966,126102,126882,124030,119198,119436,111933,114155,88262,91505,74675,75945,67990,67071,11.4561967346113,237017,176419,1817361,1791480,3608841,42.051,20.415512465374,21.6620498614958,57.949,29.9445983379501,27.9778393351801
1995,YR1995,Israel,ISR,..,2.9,..,..,79.5,75.5,790144,823403,261314,249305,237589,245646,198436,195886,185305,180497,185716,176205,182916,173971,168971,158778,107214,102550,101685,90701,95804,81416,9.94680432132639,313585,237965,2816670,2728331,5545000,9.134,4.40817857812793,4.72706809229038,90.866,46.2014631401238,44.6632901894579
1995,YR1995,Italy,ITA,..,1.19,..,..,81.5,75,4069574,4277349,1821431,1752674,2147204,2213753,2283230,2332450,2253671,2269450,1998705,1995573,1885745,1862461,1979654,1947422,1724430,1663209,1827685,1722636,1734360,1562005,16.7468494598496,5649613,3870017,29306546,27537757,56844303,33.078,16.7304451621963,16.3477741890184,66.922,34.8300800449375,32.0917006038478
1995,YR1995,Japan,JPN,..,1.422,..,..,82.84,76.39,9566546,9995593,4376373,4171860,4875847,5102695,4300228,4485970,4000805,4160639,3829816,3944818,4389868,4469170,5259428,5333607,4517268,4447406,4038985,3925452,3879405,3625646,14.9631600789223,11029841,7744735,63859897,61612103,125472000,21.984,11.3252411975932,10.6584834877051,78.016,39.6640505129214,38.3522248017802
1995,YR1995,"Korea, Rep.",KOR,..,1.634,..,..,77.9,69.7,4991226,5455433,2021070,1907012,2146245,2306003,2098160,2159606,2136501,2217701,2026246,2115740,1461340,1557040,1184815,1246110,1043597,1038053,985384,922016,805092,655881,5.79407025258673,1646631,966089,22432247,22660743,45092991,21.761,10.9396694585032,10.8209790836207,78.239,38.9841895462892,39.2551619115869
1995,YR1995,Latvia,LVA,..,1.25,..,..,73.06,60.04,253999,255791,82979,82648,87755,90036,85501,85687,93416,89976,94906,89281,87861,79641,78913,68964,81398,67296,89295,69872,79201,56870,13.4310228136446,230657,103111,1345552,1139504,2485056,31.25,16.4455166867712,14.7969441093687,68.75,37.4346602332127,31.3228789706474
1995,YR1995,Lithuania,LTU,..,1.55,..,..,75.04,63.26,394574,397365,129459,128610,130599,132335,135638,135287,146886,144132,142981,134862,119519,109872,110800,97714,110988,94907,112998,88834,107852,78780,12.2374636985483,290616,153494,1932061,1697041,3629102,32.715,17.1719955898567,15.5457552370452,67.285,35.7221609702315,31.5600882028666
1995,YR1995,Luxembourg,LUX,..,1.7,..,..,80.2,73,36758,38665,11388,10923,12810,13149,16304,16866,17803,18355,16717,17206,15032,15830,13362,14583,11515,11997,11162,11041,10781,10032,13.7891572250209,34525,21821,207691,200935,408625,17.107,8.35380835380835,8.5995085995086,82.893,42.5061425061425,40.5405405405405
1995,YR1995,Mexico,MEX,..,3.038,..,..,75.282,68.201,16220327,16556446,4847364,4967430,4605019,4354741,3971482,3664840,3396317,3100730,2819891,2590509,2280988,2122163,1789156,1676831,1435975,1338463,1216463,1121397,978324,891748,4.47147450878462,2149858,1873109,45831232,44138340,89969572,26.632,13.4319439785307,13.20026836632,73.368,38.0157665213016,35.3520211338477
1995,YR1995,Netherlands,NLD,..,1.53,..,..,80.36,74.59,1391868,1456179,471964,451696,549011,563213,636012,662690,643532,673087,603417,622845,565386,584376,579527,604441,436785,455878,381192,385315,355541,338423,13.2390715836234,1224409,822220,7818376,7640630,15459006,27.191,13.5547052338025,13.6325312925611,72.809,36.9933199299565,35.8194435436799
1995,YR1995,New Zealand,NZL,..,1.99,..,..,79.5,74.1,411944,435472,136713,132352,143457,142832,142859,136988,153901,147368,144827,140644,129536,127353,119973,120182,94258,94623,78771,77950,69871,69450,11.4900052886679,240889,181185,1862639,1810761,3673400,14.447,6.99319727891156,7.6734693877551,85.553,43.7006802721088,41.6326530612245
1995,YR1995,Norway,NOR,..,1.87,..,..,80.82,74.8,413471,435815,137684,131543,157410,162719,168179,176279,159442,167811,155954,162769,149606,156579,152303,160482,121092,124914,96952,95564,91457,86604,15.9331503160174,406239,288316,2203647,2155536,4359184,26.213,12.7981651376147,13.4403669724771,73.787,37.7752293577982,35.9862385321101
1995,YR1995,Poland,POL,..,1.62,..,..,76.4,67.6,4292459,4494358,1630734,1565385,1382915,1437334,1196106,1244608,1304811,1339822,1599248,1617614,1606951,1588633,1337606,1293938,884442,816803,985605,866705,996719,826208,11.1050479106187,2681583,1604410,19833831,18761167,38594998,38.507,19.2827442827443,19.222972972973,61.493,32.1153846153846,29.3788981288981
1995,YR1995,Portugal,PRT,..,1.41,..,..,79,71.8,866445,910750,399719,387424,401266,408491,372030,372359,372966,360245,356210,340892,341265,322934,326211,303382,292821,263789,296313,262698,296156,254542,15.1331001317896,890618,626653,5199723,4826454,10026176,48.891,25.0569476082005,23.8387639893038,51.109,26.7505199564227,24.3537684460731
1995,YR1995,Slovak Republic,SVK,..,1.52,..,..,76.3,68.4,595525,622559,242777,233114,209986,217598,181719,186665,193771,198000,206276,210006,209694,209783,172017,165452,141247,125992,127076,106783,127008,101163,10.775614526103,353297,224491,2750730,2611268,5361999,43.463,21.9985085756898,21.4578672632364,56.537,29.3064876957494,27.2371364653244
1995,YR1995,Slovenia,SVN,..,1.29,..,..,77.8,70.3,179877,186667,77628,73944,71344,74038,74910,75007,77611,78108,77948,80297,77889,82612,64452,67039,57038,56305,56323,52961,58062,47935,12.1554050864193,156825,85052,1026223,963649,1989872,49.378,25.0502008032129,24.3473895582329,50.622,26.5060240963855,24.0963855421687
1995,YR1995,Spain,ESP,..,1.16,..,..,81.73,74.41,3202209,3383015,1659503,1580923,1653725,1730681,1613368,1668328,1554978,1578864,1427037,1430052,1249846,1248800,1216456,1199287,1086753,1061495,1007090,943971,1139197,1041515,15.2224061275252,3540751,2506205,20272334,19451716,39724050,24.144,12.0595621622993,12.0849293523756,75.856,39.0020547423962,36.8534537429289
1995,YR1995,Sweden,SWE,..,1.73,..,..,81.45,76.16,806726,850943,258928,247428,284064,295523,305441,321233,299492,316512,286602,299517,290842,300914,325934,335325,289033,300684,227175,227734,208358,196954,17.5777278186647,894657,656919,4465753,4361185,8826939,16.176,7.68097881499943,8.49665798119406,83.824,42.9137872436841,40.9085759601223
1995,YR1995,Switzerland,CHE,..,1.48,..,..,81.69,75.3,604655,638071,203948,194103,225087,225792,282314,277229,301810,308177,273391,284470,251585,256532,251279,256326,227002,229625,189850,184147,177572,161882,14.7122023978244,622778,413062,3601427,3439260,7040687,26.346,12.0849365825852,14.3366110873593,73.654,39.0765284309534,34.5019238991022
1995,YR1995,Turkiye,TUR,..,2.792,..,..,73.423,66.082,9624785,10075794,3169311,3054188,2780179,2893624,2586972,2738794,2173799,2390736,1805925,1869752,1626260,1563039,1316214,1296105,1059546,1026382,930835,874994,778223,697011,5.01305701220121,1711216,1261801,29448145,29857344,59305490,37.877,19.4046683298589,18.4716858617272,62.123,31.3488944328629,30.7747513755511
1995,YR1995,United Kingdom,GBR,..,1.71,..,..,79.5,74.3,5506436,5778076,1731300,1672847,1946176,1962895,2279197,2266237,2320047,2290174,2051379,2023858,1901751,1879062,2042934,2026652,1681362,1663848,1521911,1496906,1442292,1363502,15.8054841499011,5445517,3724672,29811848,28207182,58019030,21.647,10.9816024966809,10.6660689346001,78.353,40.4124351259548,37.9398934427643
1995,YR1995,United States,USA,..,1.978,..,..,78.9,72.5,28323001,29732258,9529677,8983634,9114414,9467999,9937963,10042233,11202817,11182665,11289390,11220783,10394762,10195033,8651072,8191108,6967303,6597484,5840281,5559717,5298291,5155177,12.5436335240969,19562669,13838268,135565598,130712402,266278000,22.743,11.3129059577151,11.4300530892892,77.257,39.7721973294931,37.4848436235025
1996,YR1996,Australia,AUS,..,1.796,..,..,81.1,75.2,1898786,1997219,650745,619156,683447,703670,703048,705533,720896,717896,726139,723129,677234,674018,632667,646459,500112,520333,406343,418614,356996,354264,12.0059963170674,1237133,950932,9161956,9062811,18224767,15.233,..,..,84.767,..,..
1996,YR1996,Austria,AUT,..,1.45,..,..,80.2,73.7,688772,722281,236025,224539,260613,262153,326471,335493,345952,361457,310986,322071,265543,267806,257897,259882,236591,231221,242778,233258,187457,168428,15.2197444069464,770822,440520,4118420,3840597,7959017,38.68,..,..,61.32,..,..
1996,YR1996,Belgium,BEL,..,1.59,..,..,80.66,73.88,885369,929046,315974,303248,321875,331449,361584,373356,397175,410651,391335,401943,364216,373618,347554,356704,283822,285961,271106,262350,282407,261415,16.1911769361744,981456,663023,5191148,4965490,10156637,3.149,..,..,96.851,..,..
1996,YR1996,Canada,CAN,..,1.63,..,..,81.1,75.4,2916420,3067978,1032643,975917,985010,1020696,1066594,1087945,1272456,1297491,1305257,1311727,1192000,1183460,1061002,1058451,835822,832077,672672,660128,614315,592804,12.0477113335275,2058919,1508434,14956383,14653835,29610218,22.049,..,..,77.951,..,..
1996,YR1996,Chile,CHL,..,2.245,..,..,78.196,71.641,2031699,2118473,646256,625138,618625,633959,618515,627127,596561,597074,544388,540574,475198,469844,399682,392304,315568,308096,269694,257224,245718,223769,7.2525351113109,608504,451488,7349292,7266190,14615483,15.139,..,..,84.861,..,..
1996,YR1996,Colombia,COL,..,2.802,..,..,74.5,66.13,6187111,6405252,1873221,1821549,1648729,1666148,1604708,1595127,1536938,1507647,1319496,1277215,1058323,1017785,821741,783460,635668,594893,494757,455891,404126,364388,4.25413470137629,873260,685139,18406405,18226168,36632573,27.777,..,..,72.223,..,..
1996,YR1996,Costa Rica,CRI,..,2.71,..,..,79.063,74.657,595702,624811,174422,168050,149634,152465,148514,149191,149758,150690,132845,133265,107890,107462,87206,87425,68063,68223,55708,55230,46239,44674,5.43641353370709,104894,93874,1814502,1841732,3656234,44.533,..,..,55.467,..,..
1996,YR1996,Czechia,CZE,..,1.18,..,..,77.3,70.3,914846,961022,426059,406844,429347,448533,339094,354531,339427,352856,331583,340696,396192,399385,415640,412640,349646,335347,267466,244414,257638,218317,13.3173560370296,851624,522094,5299347,5015894,10315241,25.487,..,..,74.513,..,..
1996,YR1996,Denmark,DNK,..,1.75,..,..,78.26,73.05,451861,475118,157927,151441,183624,189632,192551,201520,203848,214843,184153,191706,182769,188287,192854,197900,187692,192395,142662,141575,124634,117615,15.1331119675914,466914,329552,2665004,2598070,5263074,14.994,..,..,85.006,..,..
1996,YR1996,Estonia,EST,..,1.37,..,..,75.4,64.1,139177,147636,50996,48097,47506,49190,47003,46609,48763,47899,53315,50658,52607,48697,50493,45022,40723,34853,50704,40470,44937,33185,13.9201697951445,133595,63458,756920,658673,1415594,29.889,..,..,70.111,..,..
1996,YR1996,Finland,FIN,..,1.78,..,..,80.54,73.03,474608,495505,166548,159684,150300,157550,167065,173770,185244,193464,187537,194889,198581,205063,212357,220289,162372,164625,141110,135587,126202,114269,14.4003324280153,463396,274560,2628456,2496118,5124573,18.777,..,..,81.223,..,..
1996,YR1996,France,FRA,..,1.75,..,..,82,74.1,5593374,5862544,2035303,1956096,2089808,2128164,2148681,2144700,2225885,2195319,2209239,2167826,2195941,2165942,2216049,2230067,1571096,1580468,1442480,1396405,1545528,1401562,15.4862657870067,5551478,3702577,30745655,29010878,59756533,24.918,..,..,75.082,..,..
