Time,Time Code,Country Name,Country Code,Female headed households (% of households with a female head) [SP.HOU.FEMA.ZS],"Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","Life expectancy at age 60, female (years) [SP.DYN.LE60.FE.IN]","Life expectancy at age 60, male (years) [SP.DYN.LE60.MA.IN]","Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Population ages 0-14, female [SP.POP.0014.FE.IN]","Population ages 0-14, male [SP.POP.0014.MA.IN]","Population ages 15-19, male [SP.POP.1519.MA]","Population ages 15-19, female [SP.POP.1519.FE]","Population ages 20-24, female [SP.POP.2024.FE]","Population ages 20-24, male [SP.POP.2024.MA]","Population ages 25-29, female [SP.POP.2529.FE]","Population ages 25-29, male [SP.POP.2529.MA]","Population ages 30-34, female [SP.POP.3034.FE]","Population ages 30-34, male [SP.POP.3034.MA]","Population ages 35-39, female [SP.POP.3539.FE]","Population ages 35-39, male [SP.POP.3539.MA]","Population ages 40-44, female [SP.POP.4044.FE]","Population ages 40-44, male [SP.POP.4044.MA]","Population ages 45-49, female [SP.POP.4549.FE]","Population ages 45-49, male [SP.POP.4549.MA]","Population ages 50-54, female [SP.POP.5054.FE]","Population ages 50-54, male [SP.POP.5054.MA]","Population ages 55-59, female [SP.POP.5559.FE]","Population ages 55-59, male [SP.POP.5559.MA]","Population ages 60-64, female [SP.POP.6064.FE]","Population ages 60-64, male [SP.POP.6064.MA]",Population ages 65 and above (% of total) [SP.POP.65UP.TO.ZS],"Population ages 65 and above, female [SP.POP.65UP.FE.IN]","Population ages 65 and above, male [SP.POP.65UP.MA.IN]","Population, female [SP.POP.TOTL.FE.IN]","Population, male [SP.POP.TOTL.MA.IN]","Population, total [SP.POP.TOTL]",Rural population (% of total population) [SP.RUR.TOTL.ZS],"Rural population, female (% of total) [SP.RUR.TOTL.FE.ZS]","Rural population, male (% of total) [SP.RUR.TOTL.MA.ZS]",Urban population (% of total population) [SP.URB.TOTL.IN.ZS],"Urban population, female (% of total) [SP.URB.TOTL.FE.ZS]","Urban population, male (% of total) [SP.URB.TOTL.MA.ZS]"
1982,YR1982,Spain,ESP,..,1.94,22.455445,18.476447,79.32,73.1,4600237,4877227,1694599,1619823,1498928,1524618,1298654,1318032,1234491,1244977,1173259,1175907,986237,979856,1179358,1143338,1171139,1126991,1075910,1005701,915674,784819,11.4680083004256,2594699,1761540,19348408,18637604,37986012,26.485,..,..,73.515,..,..
1982,YR1982,Sweden,SWE,..,1.62,22.5288369999999,18.204763,79.38,73.42,766938,805219,309525,293926,268267,280416,281266,295026,307103,320693,322140,341622,245253,257909,215783,219796,225103,220830,241237,233322,251846,237680,16.6284805286065,786085,598280,4204946,4120317,8325263,16.9,..,..,83.1,..,..
1982,YR1982,Switzerland,CHE,..,1.56,22.6358929999999,18.104495,79.44,72.79,584711,614660,263762,251964,241471,242783,237328,234361,245585,247745,245044,254565,210978,214146,198169,197393,190316,180789,182169,164219,160044,141403,13.8892687662182,532002,355704,3279780,3111529,6391309,25.594,..,..,74.406,..,..
1982,YR1982,Turkiye,TUR,..,4.175,18.946558,15.860701,67.172,60.53,8869408,9290968,2619382,2396722,1923170,2117229,1819055,1788687,1433006,1436844,1169961,1179456,1035283,1041784,908381,913658,782324,791060,647030,644619,517254,492459,4.64037305252138,1172732,959520,22674326,23275665,45949991,53.003,..,..,46.997,..,..
1982,YR1982,United Kingdom,GBR,..,1.78,20.916146,16.431456,77.2,71.3,5546146,5853320,2400201,2296881,2162437,2217304,1931289,1969118,1987446,2011136,1904749,1932360,1586563,1608608,1536206,1551263,1582687,1547994,1639600,1556778,1613912,1433016,14.9957007187211,5135107,3309518,28923024,27390617,56313641,21.461,..,..,78.539,..,..
1982,YR1982,United States,USA,..,1.8275,22.41587,17.664746,78.1,70.8,24954516,26129673,10167776,9845716,10772757,10820877,10325275,10310073,9335627,9045610,7890803,7508610,6394201,6178219,5687225,5688307,5848136,6235400,6100770,5486056,5528141,4815075,11.4800562085099,15969262,10625895,118652429,113011571,231664000,25.958,..,..,74.042,..,..
1983,YR1983,Australia,AUS,..,1.924,..,..,78.66,71.8,1828652,1917435,656107,628158,663164,683101,629867,642439,614053,625245,556527,579011,435544,458949,374960,394028,367818,385957,373992,379177,344109,319992,9.97297614599317,891148,644039,7707992,7685480,15393472,14.359,..,..,85.641,..,..
1983,YR1983,Austria,AUT,..,1.56,..,..,76.7,69.5,706092,737942,330724,319081,316998,323781,275837,276360,251950,255438,241637,245860,276821,280842,193594,194474,214128,210436,243404,190168,237274,154548,14.341886809426,702242,382279,3979057,3582853,7561910,35.164,..,..,64.836,..,..
1983,YR1983,Belgium,BEL,..,1.57,..,..,77.27,70.63,930576,977005,390270,373256,392081,408549,375263,391415,352943,369341,328835,341622,270264,273869,291739,290488,314321,305786,307308,289253,276834,246787,13.7761930939868,826327,531388,5039747,4815773,9855520,4.26300000000001,..,..,95.737,..,..
1983,YR1983,Canada,CAN,..,1.68,..,..,79.6,72.7,2690647,2833438,1123830,1068261,1234887,1271603,1182257,1190620,1058747,1067346,921581,947198,724557,748966,626898,642062,627195,634769,617197,584122,568923,504126,9.84458213065351,1438110,1059111,12759260,12607190,25366451,23.965,..,..,76.035,..,..
1983,YR1983,Chile,CHL,..,2.619,..,..,73.598,66.624,1887513,1949597,635045,623537,584744,590565,519748,523440,445765,448347,360978,363260,300343,303422,273262,270995,264272,255614,235804,221379,174279,153650,4.93429097434287,342791,248165,6013032,5963481,11976513,17.641,..,..,82.359,..,..
1983,YR1983,Colombia,COL,..,3.527,..,..,70.685,64.901,5312530,5499427,1693532,1643528,1477728,1510577,1211778,1226072,955558,957411,740829,725865,585884,567188,481705,461192,413485,390960,342451,319094,270714,245733,3.59844219786452,565760,443327,14001947,14040382,28042329,34.267,..,..,65.733,..,..
1983,YR1983,Costa Rica,CRI,..,3.528,..,..,76.726,73.502,464831,481520,144962,141960,135143,137772,113520,114706,93092,93720,74510,75520,60293,60618,51521,51173,43964,42907,36378,35534,27931,27654,4.32027057815299,58083,55217,1301226,1321306,2622532,55.844,..,..,44.156,..,..
1983,YR1983,Czechia,CZE,..,1.97,..,..,74.31,67.05,1185487,1242929,358158,341541,317210,331373,381561,393496,416339,426240,401797,407923,310557,310189,267822,259929,306715,286893,323168,278878,287089,231919,12.1722328368435,779073,477571,5318358,5005498,10323856,24.577,..,..,75.423,..,..
1983,YR1983,Denmark,DNK,..,1.38,..,..,77.55,71.44,479225,501751,211075,200572,184960,193964,181383,190719,184357,192499,205473,215896,161392,166852,140651,141166,133747,130764,139021,131940,140202,127914,14.8363254797236,441448,317325,2592431,2521866,5114297,15.866,..,..,84.134,..,..
1983,YR1983,Estonia,EST,..,2.16,..,..,74.6,64.4,161969,170559,51464,49502,55108,58403,58111,59964,57930,57581,47218,44950,53365,49876,53369,47658,54543,46118,52938,36191,40354,23178,11.8240953541295,123851,54544,808259,700486,1508745,29.653,..,..,70.347,..,..
1983,YR1983,Finland,FIN,..,1.74,..,..,78.36,70.24,464657,486573,189083,181804,184441,193548,192426,201810,205308,218905,195569,206923,147069,150933,135866,136440,139465,134275,141175,123446,131123,95224,12.3506996780919,386843,212880,2505746,2350041,4855787,25.798,..,..,74.202,..,..
1983,YR1983,France,FRA,..,1.86,..,..,79,70.8,5945346,6245844,2236352,2150715,2138928,2168222,2136663,2153302,2203982,2273765,1888460,1974464,1448653,1507493,1554908,1573178,1654175,1618732,1616006,1496176,1425838,1246599,13.0996727583533,4509668,2825187,28673341,27319315,55992656,26.5,..,..,73.5,..,..
1983,YR1983,Germany,DEU,..,1.33,..,..,76.934,70.468,6396040,6696713,3362733,3185344,3149496,3328824,2803734,2951394,2672684,2793745,2265132,2345453,2987306,3098344,2756598,2834752,2320423,2313806,2459229,1920767,2427512,1546459,14.7344738626001,7534195,3977596,40957694,37170588,78128282,26.897,..,..,73.103,..,..
1983,YR1983,Greece,GRC,..,1.94,..,..,78.175,72.987,1090121,1156954,380915,372577,337446,275474,338970,328021,321361,326949,321666,322216,302706,295510,342440,335979,336554,336019,299986,286907,233766,209032,13.1523001052525,717743,577315,5015335,4831292,9846627,29.866,..,..,70.134,..,..
1983,YR1983,Hungary,HUN,..,1.75,..,..,73.02,65.12,1142067,1204966,342785,323931,327762,340191,435258,449406,414763,420714,363802,365241,349426,335188,336421,305965,352708,320526,352083,304420,324849,255848,12.3593226358435,801136,520009,5524204,5165259,10689463,35.266,..,..,64.734,..,..
1983,YR1983,Iceland,ISL,..,2.24,..,..,80.6,73.27,30797,32424,11264,10879,10761,11328,9877,10413,8656,9272,7342,7873,5742,5784,5314,5268,5569,5646,5029,5067,4581,4421,9.98833980302069,13121,10549,117668,119310,236977,10.938,..,..,89.062,..,..
1983,YR1983,Ireland,IRL,..,2.74,..,..,76.218,70.404,513120,540001,165047,157845,139831,143155,125539,127234,114770,117874,111240,115429,81547,87222,76784,79298,70866,74152,74404,70193,75289,70820,10.7941828493338,211336,167604,1752570,1758030,3510600,44.045,..,..,55.955,..,..
1983,YR1983,Israel,ISR,..,3.106,..,..,76.2,72.8,652664,676370,183981,172705,165411,172139,161139,157502,158281,154688,130866,127481,89297,86392,89256,84675,85917,77415,86614,71389,78714,69980,9.06515744481939,199396,172728,2070260,2034740,4105000,10.392,..,..,89.608,..,..
1983,YR1983,Italy,ITA,..,1.51,..,..,77.99,71.45,5654131,5937939,2395594,2310749,2119863,2179443,1941543,1953864,1919422,1914122,1879131,1864064,1867646,1826143,1826023,1762023,1826494,1728943,1791641,1629557,1552853,1297423,13.0568093373254,4390686,2994777,29080183,27483892,56564074,33.134,..,..,66.866,..,..
1983,YR1983,Japan,JPN,..,1.8,..,..,79.84,74.22,12868312,13503424,4349461,4165417,3913689,4061543,3952756,4093811,5094269,5238833,4775874,4873563,4456291,4469227,4158492,4144212,3877994,3805888,3442645,3170578,2806898,2107752,10.0380289449486,6993358,4982713,60505995,58801004,119307000,23.507,..,..,76.493,..,..
1983,YR1983,"Korea, Rep.",KOR,..,2.06,..,..,71.9,63.4,6223827,6607264,2208925,2059077,2170916,2244565,1859545,1904127,1346096,1415632,1146473,1207659,1123036,1148505,997294,989871,811846,702233,649417,528729,513604,416917,4.0962870690653,1028701,606143,19929832,19980571,39910403,38.307,..,..,61.693,..,..
1983,YR1983,Latvia,LVA,..,2.07,..,..,74.62,63.88,259878,263475,88075,84401,101640,106228,100863,100820,93488,91255,82860,77778,95721,87368,93904,82369,90419,75622,95144,58926,69760,38232,12.0889128973298,210306,97480,1378383,1167629,2546011,31.997,..,..,68.003,..,..
1983,YR1983,Lithuania,LTU,..,2.1,..,..,75.91,65.89,393414,394360,140552,134557,149744,157640,136696,138094,124450,122894,112421,106385,121010,111977,120700,105390,118249,98228,114609,77029,82655,52879,10.6524591434519,238145,133114,1846650,1638542,3485192,36.494,..,..,63.506,..,..
1983,YR1983,Luxembourg,LUX,..,1.43,..,..,76.43,69.306,31753,33309,13958,13448,14924,14507,15127,15046,14060,14719,12458,13693,11792,12259,11384,11803,12026,12301,11412,10039,9862,7289,13.2520889173477,29526,18926,187772,177850,365622,19.443,..,..,80.557,..,..
1983,YR1983,Mexico,MEX,..,4.291,..,..,70.388,63.177,15404461,15696291,3984935,4087006,3445299,3257325,2804491,2622811,2223845,2107427,1768284,1686979,1503775,1436036,1263394,1211055,1034137,985774,830666,796737,635625,608667,3.72541269401736,1421112,1264177,36422094,35658215,72080310,32.081,..,..,67.919,..,..
1983,YR1983,Netherlands,NLD,..,1.47,..,..,79.56,72.93,1447218,1514525,636545,606476,611815,636407,578255,601813,561645,593397,546722,582375,419099,448059,379015,394554,376331,373863,365305,340748,346620,306926,11.8281302187914,1011504,687852,7250006,7117063,14367070,34.084,..,..,65.916,..,..
1983,YR1983,New Zealand,NZL,..,1.92,..,..,76.9,70.8,400882,418806,152460,146121,141410,146979,127613,125738,121204,119560,108442,109092,90266,90506,73996,76283,72689,75994,72743,73225,68959,63662,10.085681622025,187191,135480,1611516,1587784,3199300,16.408,..,..,83.592,..,..
1983,YR1983,Norway,NOR,..,1.66,..,..,79.56,72.74,420870,441499,169130,160082,151243,158550,152216,158772,147171,157069,149404,159340,109629,113696,95000,96506,100892,101178,111103,108778,121067,111633,15.3473422950287,366748,266856,2085424,2043007,4128432,28.951,..,..,71.049,..,..
1983,YR1983,Poland,POL,..,2.42,..,..,75.2,67,4463817,4678121,1303600,1244250,1444961,1531470,1672167,1727101,1574903,1608164,1140375,1141052,969932,951166,1059933,1017930,1116328,1048611,1060202,864309,820265,634095,9.56762387094499,2172580,1326473,18739715,17832093,36571808,40.798,..,..,59.202,..,..
1983,YR1983,Portugal,PRT,..,1.95,..,..,75.8,68.9,1193500,1245379,424216,415852,397379,399090,355876,351482,334378,324269,313774,287022,289953,264882,306581,276474,305676,272957,293342,256315,251900,216560,11.8600485668437,702340,478668,5160551,4797314,9957865,55.743,..,..,44.257,..,..
1983,YR1983,Slovak Republic,SVK,..,2.28,..,..,74.51,66.64,656479,684826,199119,191167,199521,209727,217347,225155,204150,209175,160174,157297,142494,134969,133164,124118,142799,130759,139762,123081,123408,103316,9.425882645066,282563,197400,2593029,2498942,5091971,46.756,..,..,53.244,..,..
1983,YR1983,Slovenia,SVN,..,1.81,..,..,75.1,66.2,212693,222188,73848,72879,74639,74166,80536,83240,77681,83601,59969,63881,61414,63807,60030,59994,62955,57762,59174,42844,46729,30033,10.3133927840913,125317,72939,994017,928303,1922321,50.737,..,..,49.263,..,..
1983,YR1983,Spain,ESP,..,1.8,..,..,79.1,72.87,4523914,4798187,1694952,1620241,1518530,1549386,1335397,1355615,1230677,1244028,1204168,1204928,1005860,1003165,1132180,1096273,1184424,1141632,1089138,1019308,950804,831789,11.6236544321997,2647365,1789561,19442700,18728826,38171525,26.251,..,..,73.749,..,..
1983,YR1983,Sweden,SWE,..,1.61,..,..,79.63,73.62,754422,792141,312955,297025,269537,282517,279516,293133,298248,311510,328193,346118,257663,271853,218527,223743,221206,217461,235664,227487,253140,238333,16.7923522702941,795841,602799,4208982,4120051,8329033,16.9,..,..,83.1,..,..
1983,YR1983,Switzerland,CHE,..,1.52,..,..,79.55,72.68,573980,603496,261333,249445,246092,248701,239789,238441,243248,244651,248614,257358,218066,222149,198636,198720,191353,183204,182385,164443,166166,145893,13.9062168556139,535197,357411,3292972,3125801,6418773,25.654,..,..,74.346,..,..
1983,YR1983,Turkiye,TUR,..,4.024,..,..,67.757,61.019,8948229,9358926,2716244,2509117,2003366,2226176,1841031,1836087,1504168,1494800,1218186,1228659,1056015,1060860,932131,934723,803655,806684,669355,664637,534203,506082,4.62100399274446,1201762,971332,23221218,23805208,47026425,51.188,..,..,48.812,..,..
1983,YR1983,United Kingdom,GBR,..,1.77,..,..,77.4,71.5,5451687,5750627,2384534,2281000,2213138,2263803,1962592,1996932,1929827,1948406,1987824,2012833,1611111,1628973,1545225,1563985,1561410,1530613,1606035,1532165,1670863,1489920,14.9279599314795,5116496,3292849,28937208,27395640,56332848,21.511,..,..,78.489,..,..
1983,YR1983,United States,USA,..,1.799,..,..,78.1,71,24983763,26178337,9928936,9604623,10743343,10814833,10551805,10574208,9437353,9250202,8277570,7799577,6670270,6448851,5755430,5669580,5774687,6174332,5960408,5474219,5718195,4999643,11.5495130681994,16232290,10769548,119709735,114082266,233792000,25.806,..,..,74.194,..,..
1984,YR1984,Australia,AUS,..,1.84,..,..,78.84,72.1,1822618,1912499,658670,630197,664180,685886,639966,653029,619828,626604,580602,603123,452637,476380,386116,405947,362319,380023,374244,382412,355144,333822,10.0975924992599,913075,660068,7800926,7778465,15579391,14.389,..,..,85.611,..,..
1984,YR1984,Austria,AUT,..,1.52,..,..,77.3,70.1,689942,720929,325755,313751,323383,331004,284287,285939,250229,252152,243281,247595,275590,278548,204759,205877,208677,204923,233353,194445,253931,164575,14.1310335133169,694616,373893,3975799,3585634,7561434,35.43,..,..,64.57,..,..
1984,YR1984,Belgium,BEL,..,1.54,..,..,77.98,71,918340,964238,379900,363213,392857,409275,380308,396388,354749,370972,339221,352862,269524,274978,290545,289006,310838,302984,304671,286952,296161,264332,13.6276542308608,819139,523917,5039566,4815805,9855372,4.16500000000001,..,..,95.835,..,..
1984,YR1984,Canada,CAN,..,1.65,..,..,79.7,72.9,2688084,2829470,1076325,1021505,1232879,1277285,1199413,1211991,1083007,1087371,960773,982568,755028,778404,635214,649155,625261,632679,618153,590786,587192,519602,10.0164242543539,1481408,1083503,12887917,12719137,25607053,23.805,..,..,76.195,..,..
1984,YR1984,Chile,CHL,..,2.601,..,..,74.215,66.926,1889626,1953354,637546,624869,592462,598526,531085,534567,458207,460299,376314,376867,307457,310647,275677,273320,262880,253945,245373,230416,182462,161182,5.02707989408416,355281,255396,6101695,6046063,12147758,17.508,..,..,82.492,..,..
1984,YR1984,Colombia,COL,..,3.43,..,..,71.05,65.024,5372623,5561593,1701806,1650889,1519120,1552777,1261864,1275943,1001295,1003554,774358,759777,611135,591634,494644,473482,424155,401003,353218,328865,280252,254275,3.62776269342235,583040,457730,14326594,14362438,28689032,33.613,..,..,66.387,..,..
1984,YR1984,Costa Rica,CRI,..,3.52,..,..,76.935,73.339,475604,493556,144063,141249,138357,141049,118380,119707,96866,97300,78427,79521,62476,62864,53141,52962,45212,44183,37908,36913,29288,28840,4.38893628069134,60721,57614,1337628,1358572,2696200,55.458,..,..,44.542,..,..
1984,YR1984,Czechia,CZE,..,1.97,..,..,74.51,67.34,1184487,1242021,353711,337430,323639,338642,365799,377418,412687,421989,411139,417994,328801,329192,266662,258836,298692,280400,316341,275045,312620,251269,11.8622705512857,762244,463153,5320542,5009671,10330213,24.606,..,..,75.394,..,..
1984,YR1984,Denmark,DNK,..,1.4,..,..,77.62,71.65,469405,491143,206592,196107,189151,198834,180603,190073,182598,190610,204384,214557,170316,176276,143122,144241,133163,130517,136225,129793,141146,128273,14.9559468527023,445587,318904,2591806,2519813,5111619,15.757,..,..,84.243,..,..
1984,YR1984,Estonia,EST,..,2.17,..,..,74.4,64.4,163773,171879,52372,49588,54964,57595,58321,60066,58045,57842,50747,48304,49774,46538,54968,49219,52955,44955,53490,38466,43397,24394,11.6530705931705,122849,54117,812870,705747,1518617,29.442,..,..,70.558,..,..
1984,YR1984,Finland,FIN,..,1.69,..,..,78.76,70.48,464574,486392,184470,177419,185380,194265,189780,199266,201533,213748,207899,220436,147908,152665,139994,140816,135845,131649,141104,125766,135757,100045,12.3948545065061,391388,213704,2518581,2363221,4881803,24.985,..,..,75.015,..,..
1984,YR1984,France,FRA,..,1.86,..,..,79.2,71,5911916,6209265,2226310,2136962,2154865,2182877,2143303,2151768,2187407,2240850,2022278,2106645,1460020,1521939,1534518,1553473,1643978,1609516,1615737,1503493,1547109,1347906,12.9071028807134,4469811,2793752,28827905,27447795,56275701,26.425,..,..,73.575,..,..
1984,YR1984,Germany,DEU,..,1.29,..,..,77.357,70.944,6212437,6502883,3268359,3097567,3218344,3404292,2840874,3008653,2705801,2812220,2251864,2339161,2854120,2947503,2890572,2968299,2301753,2306846,2426415,2031684,2546353,1620445,14.5163482867543,7434163,3868075,40780265,37078420,77858685,27.057,..,..,72.943,..,..
1984,YR1984,Greece,GRC,..,1.83,..,..,78.425,73.25,1074825,1140024,390962,377935,341102,289295,343245,328321,321645,329547,327675,328823,296536,292275,338308,329736,337441,335416,310333,298883,242928,217589,13.1667833972015,722734,580225,5034705,4861096,9895801,29.673,..,..,70.327,..,..
1984,YR1984,Hungary,HUN,..,1.75,..,..,73.19,65.06,1132153,1192832,353138,334246,318155,330932,410877,422970,427931,434367,370218,371659,354569,343589,334558,302462,348239,315520,350928,302708,343046,270921,12.2053389281911,793438,508640,5518358,5149737,10668095,35.085,..,..,64.915,..,..
1984,YR1984,Iceland,ISL,..,2.08,..,..,80.45,74.84,30929,32479,11024,10585,10884,11343,10105,10569,8852,9540,7637,8215,6081,6119,5254,5240,5551,5574,5089,5145,4697,4531,10.0485446007431,13362,10705,119026,120485,239511,10.681,..,..,89.319,..,..
1984,YR1984,Ireland,IRL,..,2.58,..,..,76.552,70.913,511342,538567,165694,157967,141446,143909,126921,127964,116825,119681,113907,117640,85372,90534,77510,80547,70796,74033,73534,69951,75119,70272,10.8393291073355,214222,168669,1764962,1767461,3532423,43.885,..,..,56.115,..,..
1984,YR1984,Israel,ISR,..,3.082,..,..,76.6,73.1,658898,683605,185464,175550,165239,172443,161331,157479,159954,155459,139336,135241,92056,88984,89655,85382,85326,77669,85716,71146,82328,71208,9.12551897828821,204138,175392,2099527,2059473,4159000,10.281,..,..,89.719,..,..
1984,YR1984,Italy,ITA,..,1.46,..,..,78.77,72.17,5500840,5773687,2376334,2291244,2178379,2240634,1964625,1982261,1888397,1883964,1938563,1924674,1814947,1777298,1850620,1788176,1821858,1726559,1783273,1631531,1689318,1418987,12.9568326788029,4371216,2959335,29093279,27483440,56576718,33.154,..,..,66.846,..,..
1984,YR1984,Japan,JPN,..,1.81,..,..,80.29,74.58,12680169,13300731,4433349,4240981,3962809,4118510,3899384,4045299,4719482,4852799,5040027,5160266,4592185,4602740,4128654,4115434,3946337,3869611,3531583,3329637,2939637,2246862,10.264995372133,7231923,5094591,60913170,59169830,120083000,23.397,..,..,76.603,..,..
1984,YR1984,"Korea, Rep.",KOR,..,1.74,..,..,72.6,64,6136808,6520028,2213952,2068816,2166304,2247037,1977203,2021003,1397993,1470581,1191126,1259145,1109605,1134480,1026158,1021733,838915,741705,670860,537838,542449,432871,4.15618236322464,1056533,622812,20182770,20223186,40405956,36.699,..,..,63.301,..,..
1984,YR1984,Latvia,LVA,..,2.09,..,..,74.5,64.08,263635,266891,87933,84166,100641,104993,102620,102651,93995,91766,85180,80087,91260,83149,96718,85093,88309,74159,95339,63250,75688,40196,11.8783272409853,208639,95689,1386191,1175855,2562047,31.717,..,..,68.283,..,..
1984,YR1984,Lithuania,LTU,..,2.07,..,..,75.57,65.32,395957,396748,139235,133837,148658,156163,142846,144249,124612,123539,115204,108829,118444,110104,121083,105802,117152,97660,116619,81671,90457,56875,10.4849366203812,237388,131074,1862256,1651949,3514205,35.723,..,..,64.277,..,..
1984,YR1984,Luxembourg,LUX,..,1.42,..,..,76.656,69.622,31209,32775,13605,13140,14929,14652,15250,15105,14328,14772,12797,14034,11677,12323,11504,11855,11811,12001,11510,10692,10422,7501,13.1441209799893,29406,18702,187982,178017,365998,19.387,..,..,80.613,..,..
1984,YR1984,Mexico,MEX,..,4.184,..,..,70.963,63.874,15522817,15806210,4071323,4171587,3538610,3345228,2900537,2706055,2326228,2195150,1825870,1739451,1531137,1458348,1300377,1242693,1063302,1011084,860638,819780,660647,630177,3.75889784267387,1462588,1299813,37164338,36325315,73489654,31.563,..,..,68.437,..,..
1984,YR1984,Netherlands,NLD,..,1.49,..,..,79.67,72.96,1411349,1476880,633228,603861,618000,643904,585540,609033,559550,588593,565925,601186,432182,462093,384781,401879,374996,375250,363043,341079,357497,316334,11.9107231358141,1025879,692148,7282604,7141607,14424211,33.681,..,..,66.319,..,..
1984,YR1984,New Zealand,NZL,..,1.93,..,..,77.7,71.2,396692,413625,152795,146223,143052,148842,130166,129118,122948,120108,113937,114355,92207,92650,76411,78228,71751,74569,72415,73312,70306,65509,10.160277103361,190656,137226,1626765,1600335,3227100,16.367,..,..,83.633,..,..
1984,YR1984,Norway,NOR,..,1.66,..,..,79.61,73,412691,432889,171176,162050,152322,159493,152668,159330,147626,156492,152538,162836,115512,120914,97206,98489,98286,98845,107646,105333,121182,112218,15.5155063039288,372560,269797,2092287,2047813,4140099,28.82,..,..,71.18,..,..
1984,YR1984,Poland,POL,..,2.37,..,..,75,66.8,4552901,4773359,1283536,1227405,1388950,1468272,1653536,1717201,1609859,1643827,1252894,1259056,941109,922158,1053534,1010389,1098460,1033113,1069321,892783,888218,680345,9.44042244504941,2169563,1314343,18905751,17998382,36904134,40.427,..,..,59.573,..,..
1984,YR1984,Portugal,PRT,..,1.9,..,..,76.1,69.1,1177067,1229531,419385,409732,400921,401959,362599,357997,336881,327068,320704,296684,290100,264957,306138,276777,306351,273860,295601,257697,263695,226423,11.9455601149254,709526,484579,5179316,4816916,9996232,55.223,..,..,44.777,..,..
1984,YR1984,Slovak Republic,SVK,..,2.26,..,..,74.91,66.79,663442,692059,194726,187163,198470,207825,214618,222621,209678,215294,167417,165765,144628,137361,133212,123392,140786,128728,138479,121402,133881,111019,9.26703226816755,280850,194280,2612624,2514472,5127097,46.289,..,..,53.711,..,..
1984,YR1984,Slovenia,SVN,..,1.74,..,..,75,67,212707,221936,73747,72707,74482,74233,79449,81241,79505,85145,62272,66448,61304,63663,59379,59892,62780,57909,59519,45221,51044,32443,10.0989594070558,124161,70966,999310,932844,1932154,50.576,..,..,49.424,..,..
1984,YR1984,Spain,ESP,..,1.73,..,..,79.64,73.11,4441927,4710749,1685450,1609384,1540699,1578341,1376675,1397308,1229297,1244232,1220571,1219470,1057720,1057248,1070741,1036358,1189377,1147057,1103943,1033017,985039,876392,11.7905760082941,2699463,1819908,19524836,18805529,38330364,26.018,..,..,73.982,..,..
1984,YR1984,Sweden,SWE,..,1.66,..,..,79.93,73.85,745700,783315,309259,293527,275288,289068,277954,291770,290293,303656,328247,344075,272725,288512,224073,230422,217093,214232,230690,222130,254078,238520,16.9370620858352,804950,607026,4214619,4121986,8336605,16.9,..,..,83.1,..,..
1984,YR1984,Switzerland,CHE,..,1.53,..,..,80.03,73.35,564121,593426,256590,244633,250791,254850,242484,242380,241276,242219,250187,258027,225450,230525,199476,200138,192084,185584,182757,165274,171521,149425,13.9501154127057,539181,359467,3303960,3137905,6441865,25.714,..,..,74.286,..,..
1984,YR1984,Turkiye,TUR,..,3.894,..,..,68.393,61.499,9017989,9419465,2792611,2599593,2113436,2352014,1823395,1853751,1599781,1578958,1282266,1292293,1074994,1079310,956625,956391,824812,822248,691855,684108,552232,520885,4.61006273462917,1232898,984854,23769878,24336886,48106764,49.366,..,..,50.634,..,..
1984,YR1984,United Kingdom,GBR,..,1.77,..,..,77.8,71.9,5375381,5665937,2353762,2250917,2264746,2312431,2002532,2031801,1901738,1917444,2031605,2051792,1653695,1668452,1558891,1578766,1540254,1515555,1584110,1515840,1694826,1517823,14.9476466503893,5129909,3303863,28988606,27433466,56422072,21.56,..,..,78.44,..,..
1984,YR1984,United States,USA,..,1.8065,..,..,78.2,71.1,24993909,26205466,9738111,9401231,10683418,10782347,10691118,10737355,9795061,9641880,8476148,8003493,6920096,6669969,5858842,5721204,5680740,5995097,5838674,5564375,5837588,5085506,11.6626184249338,16529610,10973760,120706435,115118565,235825000,25.656,..,..,74.344,..,..
1985,YR1985,Australia,AUS,..,1.923,..,..,79.02,72.4,1814874,1905662,669569,640425,661625,684912,652836,667055,626148,629549,602938,623627,473003,497228,398107,419791,359547,376785,373309,384453,363096,344200,10.2580430246233,938559,681013,7904467,7883844,15788312,14.418,6.8963333544424,7.64359445253625,85.582,43.1764929390159,42.2835792540054
1985,YR1985,Austria,AUT,..,1.47,..,..,77.4,70.4,676654,707714,318298,306672,327164,335673,292958,296222,252025,252775,249027,253654,258430,260312,227186,228765,202513,198149,224790,198127,257792,168793,14.1611667161568,698634,372656,3973845,3591139,7564985,35.695,17.6237623762376,16.8052805280528,64.305,34.9306930693069,30.6402640264026
1985,YR1985,Belgium,BEL,..,1.51,..,..,78.08,71.13,905693,951096,370846,354560,392527,409010,384262,400543,358638,374134,347747,362398,273894,280831,287135,285833,304784,297508,303951,286469,301904,269695,13.7432392954045,826117,528734,5041213,4817096,9858308,4.06999999999999,2.04184777115132,2.02163145658546,95.93,49.1256443950268,46.8108763772364
