Time,Country Code,Value,Women's share of population ages 15+ living with HIV (%) ,"Employers, female (% of female employment) (modeled ILO estimate) ","Self-employed, male (% of male employment) (modeled ILO estimate) ","Self-employed, total (% of total employment) (modeled ILO estimate) ","Labor force with intermediate education, female (% of female working-age population with intermediate education) ",Agricultural land (% of land area),"Government expenditure on education, total (% of GDP) ","Female share of graduates in Arts and Humanities programmes, tertiary (%) ","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate) ",Adjusted savings: natural resources depletion (% of GNI),Scientific and technical journal articles,Female share of employment in senior and middle management (%) 
2011,FRA,30.0,33.0,2.25999999046326,15.0900001525879,11.6300001144409,60.4799995422363,52.7408105457514,5.48298311233521,55.15012,70.05,0.00999143135217602,70130.47,39.0999984741211
2012,FRA,30.0,33.0,2.22000002861023,14.8699998855591,11.4399995803833,60.0200004577637,52.6790818124871,5.45646715164185,70.29295,70.58,0.0118267853623421,71646.01,39.2000007629395
2013,FRA,24.0,33.1,2.17000007629395,14.5200004577637,11.2700004577637,59.1599998474121,52.549232317366,5.50037813186646,69.31184,71.01,0.00927965662746415,72641.06,35.5999984741211
2014,FRA,23.0,33.2,2.04999995231628,14.7799997329712,11.6099996566772,58.4099998474121,52.5360830014044,5.51206302642822,69.54084,70.94,0.00704481413735656,72165.9,32.0
2014,FRA,9.0,33.2,2.04999995231628,14.7799997329712,11.6099996566772,58.4099998474121,52.5360830014044,5.51206302642822,69.54084,70.94,0.00704481413735656,72165.9,32.0
2015,FRA,20.0,33.3,2.20000004768372,14.6599998474121,11.539999961853,58.3499984741211,52.4637617636155,5.46423482894897,69.23265,71.23,0.00394774718741517,71454.24,30.8999996185303
2016,FRA,17.0,33.4,2.27999997138977,14.8999996185303,11.7700004577637,58.1100006103516,52.4475461002233,5.41906690597534,69.22715,71.44,0.00301199251575138,70742.15,31.1000003814697
2017,FRA,11.0,33.5,2.28999996185303,14.4399995803833,11.6099996566772,57.2000007629395,52.410066897145,5.45160007476807,55.15012,71.6,0.00404433625040819,69328.55,32.5999984741211
2018,FRA,3.0,33.6,2.17000007629395,14.6999998092651,11.6499996185303,56.7299995422363,52.3417653321937,5.40716981887817,55.15012,72.01,0.00677052839221588,67682.67,34.4000015258789
2018,FRA,11.0,33.6,2.17000007629395,14.6999998092651,11.6499996185303,56.7299995422363,52.3417653321937,5.40716981887817,55.15012,72.01,0.00677052839221588,67682.67,34.4000015258789
2019,FRA,-3.0,33.7,2.21000003814697,15.2799997329712,12.1300001144409,55.439998626709,52.2706969320089,5.35443019866943,55.15012,71.82,0.00543453180331309,65758.26,34.2999992370605
2019,FRA,14.0,33.7,2.21000003814697,15.2799997329712,12.1300001144409,55.439998626709,52.2706969320089,5.35443019866943,55.15012,71.82,0.00543453180331309,65758.26,34.2999992370605
2020,FRA,-9.0,33.7,1.70000004768372,13.8599996566772,7.01999998092651,53.3499984741211,52.1475462828527,5.5,55.15012,71.93,0.0256010714736678,66478.55,34.9000015258789
2020,FRA,14.0,33.7,1.70000004768372,13.8599996566772,7.01999998092651,53.3499984741211,52.1475462828527,5.5,55.15012,71.93,0.0256010714736678,66478.55,34.9000015258789
2021,FRA,20.48997134670487,24.9676217765043,2.0876790879449056,16.903209147958837,13.449885398405671,61.933324021391336,44.99721226486867,5.212867775072683,63.22732481375358,73.84163323782236,0.24441431549743184,16434.599627507163,31.514326562854137
2000,ISL,20.48997134670487,24.9676217765043,2.0876790879449056,16.903209147958837,13.449885398405671,61.933324021391336,44.99721226486867,5.212867775072683,63.22732481375358,73.84163323782236,0.24441431549743184,16434.599627507163,31.514326562854137
2001,ISL,20.48997134670487,24.9676217765043,2.0876790879449056,16.903209147958837,13.449885398405671,61.933324021391336,44.99721226486867,5.212867775072683,63.22732481375358,73.84163323782236,0.24441431549743184,16434.599627507163,31.514326562854137
2002,ISL,28.0,28.7,2.39000010490417,24.1299991607666,17.5400009155273,76.8600006103516,18.8229426433915,7.29892015457153,67.40741,86.88,0.000268823061227591,306.4,32.2999992370605
2003,ISL,44.0,29.8,2.13000011444092,18.8199996948242,13.789999961853,80.4300003051758,18.8029925187032,7.24507999420166,66.90391,86.69,0.000268823061227591,258.65,40.0
2004,ISL,40.0,29.4,2.59999990463257,17.8700008392334,13.8100004196167,80.870002746582,18.7930174563591,7.16118001937866,69.00958,86.29,0.000268823061227591,304.27,38.0999984741211
2005,ISL,34.0,30.4,2.75,20.2999992370605,14.6000003814697,76.5,18.7730673316708,7.33843994140625,67.97583,85.68,0.000268823061227591,363.38,30.0
2006,ISL,28.0,30.3,2.45000004768372,20.7999992370605,15.0100002288818,79.5500030517578,18.7630922693267,7.19521999359131,64.6438,86.67,0.000268823061227591,381.82,34.0
2006,ISL,23.0,30.3,2.45000004768372,20.7999992370605,15.0100002288818,79.5500030517578,18.7630922693267,7.19521999359131,64.6438,86.67,0.000268823061227591,381.82,34.0
2007,ISL,24.0,30.6,2.75999999046326,19.1000003814697,14.0699996948242,78.370002746582,18.713216957606,6.9443302154541,68.22917,86.7,0.000268823061227591,380.85,33.0999984741211
2008,ISL,20.0,31.1,2.38000011444092,17.3400001525879,12.9399995803833,75.8000030517578,18.713216957606,7.03601980209351,65.20619,85.76,0.000268823061227591,421.89,37.0
2009,ISL,15.0,31.1,1.50999999046326,16.8199996948242,12.2600002288818,75.7600021362305,18.7032418952618,7.18984985351563,64.84375,84.1,0.000268823061227591,472.91,38.4000015258789
2010,ISL,11.0,31.4,2.25999999046326,16.4500007629395,12.9099998474121,77.6800003051758,18.6932668329177,6.9442400932312,69.19431,84.36,0.000268823061227591,560.82,37.0999984741211
2010,ISL,16.0,31.4,2.25999999046326,16.4500007629395,12.9099998474121,77.6800003051758,18.6932668329177,6.9442400932312,69.19431,84.36,0.000268823061227591,560.82,37.0999984741211
2011,ISL,17.0,31.7,2.1800000667572,16.2800006866455,12.8000001907349,78.7099990844727,18.6852867830424,6.78997993469238,55.15012,84.16,0.000451917664794644,548.88,39.0999984741211
2012,ISL,24.0,32.0,2.25,15.8000001907349,12.5699996948242,78.8000030517578,18.6753117206983,7.58223009109497,63.68821,84.52,0.000411251554332357,632.65,38.2000007629395
2013,ISL,25.0,32.1,2.24000000953674,16.5400009155273,12.8299999237061,79.6800003051758,18.6753117206983,7.44868993759155,55.15012,85.56,0.000386151350477792,582.0,37.9000015258789
2014,ISL,16.0,31.9,1.47000002861023,17.0200004577637,12.9300003051758,80.6999969482422,18.6753117206983,7.6414098739624,55.15012,87.02,0.000367072461922278,587.02,38.2000007629395
2014,ISL,13.0,31.9,1.47000002861023,17.0200004577637,12.9300003051758,80.6999969482422,18.6753117206983,7.6414098739624,55.15012,87.02,0.000367072461922278,587.02,38.2000007629395
2015,ISL,11.0,31.9,1.46000003814697,17.0100002288818,12.7200002670288,81.5999984741211,18.6733167082294,7.4579701423645,55.15012,88.09,0.000317219455489857,598.66,39.5
2016,ISL,15.0,31.6,2.13000011444092,16.1499996185303,12.3000001907349,79.5,18.6733167082294,7.43219995498657,55.15012,89.09,0.000264637144842649,664.72,34.7999992370605
2017,ISL,21.0,31.3,1.87999999523163,15.6300001144409,11.9799995422363,80.2200012207031,18.6733167082294,7.58385992050171,55.15012,88.35,0.000224301542330179,625.78,33.0
2018,ISL,12.0,30.9,2.40000009536743,15.460000038147,12.210000038147,78.1399993896484,18.565903005058,7.56170988082886,55.15012,87.08,0.00020709133378544,706.71,43.0
2019,ISL,20.48997134670487,24.9676217765043,2.0876790879449056,16.903209147958837,13.449885398405671,61.933324021391336,44.99721226486867,5.212867775072683,63.22732481375358,73.84163323782236,0.24441431549743184,16434.599627507163,31.514326562854137
2020,ISL,20.48997134670487,24.9676217765043,2.0876790879449056,16.903209147958837,13.449885398405671,61.933324021391336,44.99721226486867,5.212867775072683,63.22732481375358,73.84163323782236,0.24441431549743184,16434.599627507163,31.514326562854137
2021,ISL,20.48997134670487,24.9676217765043,2.0876790879449056,16.903209147958837,13.449885398405671,61.933324021391336,44.99721226486867,5.212867775072683,63.22732481375358,73.84163323782236,0.24441431549743184,16434.599627507163,31.514326562854137
2000,IRL,20.48997134670487,24.9676217765043,2.0876790879449056,16.903209147958837,13.449885398405671,61.933324021391336,44.99721226486867,5.212867775072683,63.22732481375358,73.84163323782236,0.24441431549743184,16434.599627507163,31.514326562854137
2001,IRL,20.48997134670487,24.9676217765043,2.0876790879449056,16.903209147958837,13.449885398405671,61.933324021391336,44.99721226486867,5.212867775072683,63.22732481375358,73.84163323782236,0.24441431549743184,16434.599627507163,31.514326562854137
2002,IRL,17.0,31.7,2.45000004768372,25.4500007629395,18.0300006866455,62.0200004577637,63.478008419219,4.10487985610962,67.28835,70.85,0.0182961194716421,3039.39,38.7000007629395
2003,IRL,25.0,31.8,2.40000009536743,24.8099994659424,17.6800003051758,61.2099990844727,63.4344607345043,4.20493984222412,67.76411,71.1,0.0110599039560759,3113.93,40.7999992370605
2004,IRL,28.0,31.8,2.66000008583069,25.2199993133545,17.9200000762939,61.0299987792969,62.4909275656844,4.48296022415161,66.08589,71.46,0.0393712977581545,3822.38,39.7000007629395
2005,IRL,28.0,31.8,2.32999992370605,24.3400001525879,17.0400009155273,63.5,62.4473798809697,4.51898002624512,66.66186,73.77,0.0529072680638003,4707.66,43.5999984741211
2006,IRL,33.0,31.9,2.21000003814697,23.2600002288818,16.2299995422363,62.1599998474121,61.837712294963,4.54742002487183,68.0173,74.64,0.309729573621018,4863.72,41.4000015258789
2006,IRL,19.0,31.9,2.21000003814697,23.2600002288818,16.2299995422363,62.1599998474121,61.837712294963,4.54742002487183,68.0173,74.64,0.309729573621018,4863.72,41.4000015258789
2007,IRL,29.0,32.1,2.46000003814697,23.0200004577637,16.2600002288818,65.0599975585938,62.0699666134417,4.71541023254395,64.95864,75.25,0.285017630749828,5447.33,40.2999992370605
2008,IRL,26.0,32.2,2.39000010490417,23.8999996185303,16.7700004577637,63.9500007629395,67.1940775148788,5.45828008651733,65.67198,74.6,0.0222280037607303,5669.76,42.2000007629395
2009,IRL,19.0,32.3,2.49000000953674,25.5699996948242,17.5,63.2700004577637,66.6848599216142,6.15610980987549,63.19518,72.93,0.0277640456648846,6268.89,40.0999984741211
2010,IRL,21.0,32.4,2.42000007629395,25.0200004577637,17.2099990844727,61.2999992370605,66.3086079256786,6.05136013031006,62.98664,71.63,0.0915149820061444,6860.36,39.7999992370605
2010,IRL,14.0,32.4,2.42000007629395,25.0200004577637,17.2099990844727,61.2999992370605,66.3086079256786,6.05136013031006,62.98664,71.63,0.0915149820061444,6860.36,39.7999992370605
2011,IRL,23.0,32.6,2.32999992370605,24.5400009155273,16.8199996948242,59.8600006103516,66.1199012919147,5.82904005050659,55.15012,71.23,0.0815042859547437,7161.05,30.6000003814697
2012,IRL,28.0,32.7,2.39000010490417,24.6100006103516,16.8299999237061,59.6300010681152,65.8005516040064,5.75268983840942,61.74199,71.24,0.0400245145039409,6947.46,29.8999996185303
2013,IRL,31.0,32.8,2.54999995231628,24.3099994659424,17.0200004577637,59.3699989318848,64.9876614893308,5.34205007553101,60.40951,71.97,0.014218286298964,7003.61,29.8999996185303
2014,IRL,33.0,32.9,2.1800000667572,24.0200004577637,16.8099994659424,58.1100006103516,64.8279866453767,4.87849998474121,60.25401,72.08,0.015339236734546,7044.36,31.0
2014,IRL,10.0,32.9,2.1800000667572,24.0200004577637,16.8099994659424,58.1100006103516,64.8279866453767,4.87849998474121,60.25401,72.08,0.015339236734546,7044.36,31.0
2015,IRL,36.0,33.0,2.22000002861023,23.2999992370605,16.4799995422363,56.9900016784668,64.3054144287995,3.75876998901367,59.0076,72.28,0.00325446801044422,6777.56,29.8999996185303
2016,IRL,33.0,32.8,2.44000005722046,22.7800006866455,16.2299995422363,58.7999992370605,64.7554071708521,3.74212002754211,59.09596,72.85,0.058951007616789,6984.3,31.8999996185303
2017,IRL,30.0,32.7,2.28999996185303,21.8500003814697,15.4499998092651,57.8699989318848,65.1618522281899,3.50928997993469,55.15012,72.91,0.117165840306819,7117.53,31.0
2018,IRL,27.0,32.5,2.23000001907349,21.0100002288818,15.0299997329712,58.8899993896484,65.5537813906227,3.39286994934082,55.15012,73.23,0.13224934794849,7282.42,32.2000007629395
2018,IRL,8.0,32.5,2.23000001907349,21.0100002288818,15.0299997329712,58.8899993896484,65.5537813906227,3.39286994934082,55.15012,73.23,0.13224934794849,7282.42,32.2000007629395
2019,IRL,26.0,32.3,2.10999989509583,20.0799999237061,14.3999996185303,58.5999984741211,65.6699085498621,3.29461002349854,55.15012,73.51,0.0639856919474082,7747.07,30.3999996185303
2020,IRL,29.0,32.4,1.70000004768372,13.8599996566772,7.01999998092651,55.5400009155273,65.495717811003,3.09999990463257,55.15012,71.93,0.0307646714146591,8562.78,32.4000015258789
2021,IRL,20.48997134670487,24.9676217765043,2.0876790879449056,16.903209147958837,13.449885398405671,61.933324021391336,44.99721226486867,5.212867775072683,63.22732481375358,73.84163323782236,0.24441431549743184,16434.599627507163,31.514326562854137
2000,LTU,20.48997134670487,24.9676217765043,2.0876790879449056,16.903209147958837,13.449885398405671,61.933324021391336,44.99721226486867,5.212867775072683,63.22732481375358,73.84163323782236,0.24441431549743184,16434.599627507163,31.514326562854137
2001,LTU,20.48997134670487,24.9676217765043,2.0876790879449056,16.903209147958837,13.449885398405671,61.933324021391336,44.99721226486867,5.212867775072683,63.22732481375358,73.84163323782236,0.24441431549743184,16434.599627507163,31.514326562854137
2002,LTU,15.0,16.4,1.36000001430511,23.6599998474121,20.7700004577637,70.9100036621094,46.0274409700064,5.80007982254028,75.24144,69.94,0.333081546132426,998.87,48.4000015258789
2003,LTU,20.48997134670487,24.9676217765043,2.0876790879449056,16.903209147958837,13.449885398405671,61.933324021391336,44.99721226486867,5.212867775072683,63.22732481375358,73.84163323782236,0.24441431549743184,16434.599627507163,31.514326562854137
2004,LTU,29.0,17.4,1.14999997615814,21.8600006103516,18.8400001525879,66.0100021362305,41.5491384811742,5.17428016662598,76.90174,69.43,0.201926135861945,1263.89,46.7999992370605
2005,LTU,27.0,18.1,1.21000003814697,19.4200000762939,17.1599998474121,64.879997253418,45.2616464582004,4.87839984893799,77.61359,68.61,0.180456756780603,1517.3,45.0
2006,LTU,21.0,18.6,1.37000000476837,19.0599994659424,16.9899997711182,60.6699981689453,44.5229738353542,4.82572984695435,76.82463,67.52,0.144990802095747,1762.55,42.7999992370605
2006,LTU,16.0,18.6,1.37000000476837,19.0599994659424,16.9899997711182,60.6699981689453,44.5229738353542,4.82572984695435,76.82463,67.52,0.144990802095747,1762.55,42.7999992370605
2007,LTU,16.0,19.2,1.12999999523163,17.3799991607666,14.5699996948242,59.8300018310547,43.0105296745373,4.59521007537842,78.69666,67.93,0.0965964841260454,1685.79,40.2999992370605
2008,LTU,7.0,19.7,0.990000009536743,14.3900003433228,11.6800003051758,59.9099998474121,42.6342241723175,4.83990001678467,75.22282,68.43,0.101241066828756,2487.45,41.4000015258789
2009,LTU,3.0,20.1,1.27999997138977,14.8500003814697,11.9799995422363,60.7799987792969,42.9038691663343,5.58523988723755,77.87032,69.63,0.055082350905294,2278.05,40.2999992370605
2010,LTU,-3.0,20.6,1.1599999666214,13.1800003051758,10.8800001144409,59.9700012207031,44.2329477463103,5.29786014556885,75.31744,70.33,0.0632545993679849,2334.4,42.0
2010,LTU,10.0,20.6,1.1599999666214,13.1800003051758,10.8800001144409,59.9700012207031,44.2329477463103,5.29786014556885,75.31744,70.33,0.0632545993679849,2334.4,42.0
2011,LTU,7.0,20.9,1.3400000333786,12.5699996948242,10.5900001525879,58.8499984741211,44.7697609854166,5.11343002319336,75.23992,71.51,0.0895930615737395,2432.7,36.5
2012,LTU,5.0,21.2,1.28999996185303,13.3000001907349,11.0500001907349,58.3899993896484,45.3489485273,4.75802993774414,74.80892,71.99,0.0762159130680747,2253.21,35.2999992370605
2013,LTU,14.0,21.5,1.22000002861023,13.960000038147,11.7700004577637,56.6699981689453,46.1332269644994,4.60233020782471,76.14649,72.55,0.0551989515670167,2234.77,36.5
2014,LTU,9.0,21.8,1.32000005245209,14.039999961853,12.1000003814697,56.9300003051758,47.1252992817239,4.48657989501953,73.08857,73.75,0.0452597318364978,2451.02,35.4000015258789
2014,LTU,12.0,21.8,1.32000005245209,14.039999961853,12.1000003814697,56.9300003051758,47.1252992817239,4.48657989501953,73.08857,73.75,0.0452597318364978,2451.02,35.4000015258789
2015,LTU,15.0,22.1,1.33000004291534,14.6000003814697,12.2700004577637,55.8400001525879,47.9792498004789,4.2271900177002,74.70998,74.09,0.0204096842873404,2432.61,38.0999984741211
2016,LTU,17.0,22.2,1.38999998569489,15.2799997329712,12.3299999237061,55.2400016784668,47.1552632419144,4.004310131073,72.63856,75.55,0.0123380922218575,2280.75,38.7999992370605
2017,LTU,29.0,22.2,1.37000000476837,14.7600002288818,12.0100002288818,54.2900009155273,46.8590859022046,3.81220006942749,74.36869,76.1,0.0148150768005386,2353.67,37.9000015258789
2018,LTU,30.0,22.3,1.42999994754791,14.2200002670288,11.6700000762939,54.060001373291,47.0541274149768,3.89293003082275,55.15012,77.55,0.015877717103123,2299.87,38.2000007629395
2018,LTU,11.0,22.3,1.42999994754791,14.2200002670288,11.6700000762939,54.060001373291,47.0541274149768,3.89293003082275,55.15012,77.55,0.015877717103123,2299.87,38.2000007629395
2019,LTU,30.0,22.3,1.30999994277954,14.8400001525879,11.6599998474121,53.4300003051758,47.5087831363781,3.97215008735657,55.15012,78.24,0.00831460495012381,2443.94,38.5999984741211
2019,LTU,14.0,22.3,1.30999994277954,14.8400001525879,11.6599998474121,53.4300003051758,47.5087831363781,3.97215008735657,55.15012,78.24,0.00831460495012381,2443.94,38.5999984741211
2020,LTU,24.0,22.3,1.70000004768372,13.8599996566772,7.01999998092651,52.689998626709,46.9945704247844,3.39286994934082,55.15012,71.93,0.00407264063249645,2738.88,37.2999992370605
2020,LTU,9.0,22.3,1.70000004768372,13.8599996566772,7.01999998092651,52.689998626709,46.9945704247844,3.39286994934082,55.15012,71.93,0.00407264063249645,2738.88,37.2999992370605
2021,LTU,20.48997134670487,24.9676217765043,2.0876790879449056,16.903209147958837,13.449885398405671,61.933324021391336,44.99721226486867,5.212867775072683,63.22732481375358,73.84163323782236,0.24441431549743184,16434.599627507163,31.514326562854137
2000,LUX,20.48997134670487,24.9676217765043,2.0876790879449056,16.903209147958837,13.449885398405671,61.933324021391336,44.99721226486867,5.212867775072683,63.22732481375358,73.84163323782236,0.24441431549743184,16434.599627507163,31.514326562854137
2001,LUX,20.48997134670487,24.9676217765043,2.0876790879449056,16.903209147958837,13.449885398405671,61.933324021391336,44.99721226486867,5.212867775072683,63.22732481375358,73.84163323782236,0.24441431549743184,16434.599627507163,31.514326562854137
2002,LUX,15.0,28.0,0.870000004768372,8.47999954223633,8.10000038146973,54.6800003051758,49.7191644072932,3.39286994934082,55.15012,65.09,0.0200884510707044,83.08,15.0
2003,LUX,46.0,28.1,0.889999985694885,8.39000034332275,8.02000045776367,56.8699989318848,49.7191644072932,3.39286994934082,55.15012,64.31,0.0181358170280585,87.93,11.1999998092651
2004,LUX,45.0,28.3,1.70000004768372,9.21000003814697,8.18000030517578,56.2299995422363,49.7191644072932,3.39286994934082,55.15012,65.59,0.0103250532425989,152.56,12.1999998092651
2005,LUX,37.0,28.5,1.62000000476837,8.73999977111816,8.02000045776367,54.8800010681152,50.1075953792252,3.39286994934082,55.15012,66.47,0.0103667384663126,162.21,9.30000019073486
2006,LUX,42.0,28.5,1.42999994754791,8.89000034332275,7.84999990463257,57.2099990844727,50.1075953792252,3.39286994934082,55.15012,66.94,0.0165148638060761,193.21,21.2000007629395
2006,LUX,7.0,28.5,1.42999994754791,8.89000034332275,7.84999990463257,57.2099990844727,50.1075953792252,3.39286994934082,55.15012,66.94,0.0165148638060761,193.21,21.2000007629395
2007,LUX,45.0,28.7,1.74000000953674,8.15999984741211,7.34000015258789,55.7999992370605,50.8844573230891,3.39286994934082,55.15012,66.45,0.021416441367285,217.9,9.69999980926514
2008,LUX,44.0,28.7,1.3400000333786,6.69999980926514,6.71000003814697,53.8899993896484,50.8844573230891,3.39286994934082,52.94118,66.27,0.0590337911718056,311.95,15.3000001907349
2009,LUX,36.0,28.8,1.37999999523163,10.0299997329712,8.72000026702881,51.4900016784668,50.7679280315095,3.39286994934082,55.15012,68.33,0.101799627026941,381.33,15.3999996185303
2010,LUX,25.0,28.8,1.75999999046326,9.27999973297119,8.15999984741211,52.2900009155273,50.8999945619664,5.28915452957153,55.15012,67.96,0.0504142093254458,444.03,19.6000003814697
2010,LUX,4.0,28.8,1.75999999046326,9.27999973297119,8.15999984741211,52.2900009155273,50.8999945619664,5.28915452957153,55.15012,67.96,0.0504142093254458,444.03,19.6000003814697
2011,LUX,22.0,28.8,1.5,9.55000019073486,8.55000019073486,50.6800003051758,50.9893336855108,5.1235294342041,55.15012,67.69,0.0771102670095134,569.2,18.2999992370605
2012,LUX,16.0,28.7,1.8400000333786,9.51000022888184,8.86999988555908,53.6399993896484,51.0475983313005,3.87815999984741,62.68657,69.05,0.0551070107329011,574.18,17.0
2013,LUX,11.0,28.7,1.80999994277954,9.47999954223633,8.82999992370605,52.4799995422363,50.8378456064573,3.90583801269531,54.6875,69.27,0.0332132905759603,741.34,14.6000003814697
2014,LUX,4.0,28.7,1.21000003814697,9.88000011444092,8.73999977111816,53.3300018310547,50.8805730133698,3.85569000244141,66.66667,70.08,0.029546593265378,844.09,17.8999996185303
2014,LUX,3.0,28.7,1.21000003814697,9.88000011444092,8.73999977111816,53.3300018310547,50.8805730133698,3.85569000244141,66.66667,70.08,0.029546593265378,844.09,17.8999996185303
2015,LUX,7.0,28.7,2.29999995231628,10.6300001144409,9.76000022888184,54.0999984741211,50.9893336855108,3.76792001724243,60.3352,70.66,0.0177324029588399,789.25,14.0
2016,LUX,11.0,28.7,2.5699999332428,11.1300001144409,10.039999961853,54.560001373291,50.7488949138849,3.48559498786926,61.97917,69.61,0.0141128362476049,842.39,14.8999996185303
2017,LUX,15.0,28.7,2.15000009536743,10.7600002288818,9.85000038146973,57.3699989318848,50.9458294166544,3.48645997047424,55.15012,70.0,0.0125845852989564,790.95,16.1000003814697
2018,LUX,19.0,28.7,1.87000000476837,9.56999969482422,8.59000015258789,57.5299987792969,51.1015902363991,3.64749002456665,55.15012,70.77,0.0174645863576969,881.62,22.5
2019,LUX,20.0,28.7,1.95000004768372,9.61999988555908,8.73999977111816,55.3300018310547,51.1144084584729,3.71982002258301,55.15012,71.66,0.0123897474201201,908.61,26.5
2020,LUX,22.0,28.8,1.70000004768372,13.8599996566772,7.01999998092651,56.3499984741211,51.3257149072038,4.96999979019165,55.15012,71.93,0.00901223264740562,946.94,28.2000007629395
2021,LUX,20.48997134670487,24.9676217765043,2.0876790879449056,16.903209147958837,13.449885398405671,61.933324021391336,44.99721226486867,5.212867775072683,63.22732481375358,73.84163323782236,0.24441431549743184,16434.599627507163,31.514326562854137
2000,NLD,20.48997134670487,24.9676217765043,2.0876790879449056,16.903209147958837,13.449885398405671,61.933324021391336,44.99721226486867,5.212867775072683,63.22732481375358,73.84163323782236,0.24441431549743184,16434.599627507163,31.514326562854137
2001,NLD,20.48997134670487,24.9676217765043,2.0876790879449056,16.903209147958837,13.449885398405671,61.933324021391336,44.99721226486867,5.212867775072683,63.22732481375358,73.84163323782236,0.24441431549743184,16434.599627507163,31.514326562854137
2002,NLD,15.0,17.4,1.87000000476837,13.3500003814697,11.6700000762939,70.7799987792969,57.4674170616114,4.80590009689331,59.51304,76.31,0.39592687035362,19627.11,21.7000007629395
2003,NLD,20.48997134670487,24.9676217765043,2.0876790879449056,16.903209147958837,13.449885398405671,61.933324021391336,44.99721226486867,5.212867775072683,63.22732481375358,73.84163323782236,0.24441431549743184,16434.599627507163,31.514326562854137
2004,NLD,37.0,17.5,2.00999999046326,14.0600004196167,12.1000003814697,70.8399963378906,57.7428909952607,5.06297016143799,59.27689,76.62,0.335820535881234,21555.51,22.2000007629395
2005,NLD,38.0,17.5,2.04999995231628,16.2399997711182,13.6700000762939,69.5899963378906,57.396327014218,5.10939979553223,60.80508,75.07,0.256880470382287,24179.86,22.2999992370605
2006,NLD,42.0,17.6,2.1800000667572,16.3700008392334,13.8999996185303,68.4400024414063,56.8601895734597,5.04402017593384,58.01185,75.37,0.4825905233565,24828.84,25.5
2006,NLD,15.0,17.6,2.1800000667572,16.3700008392334,13.8999996185303,68.4400024414063,56.8601895734597,5.04402017593384,58.01185,75.37,0.4825905233565,24828.84,25.5
2007,NLD,44.0,17.6,2.10999989509583,16.8199996948242,14.0900001525879,69.1399993896484,56.7061611374408,4.88682985305786,58.09515,76.77,0.444381590984199,25555.34,26.7999992370605
2008,NLD,41.0,17.7,1.98000001907349,17.0699996948242,14.3500003814697,69.6600036621094,57.1475118483412,5.02904987335205,56.54475,77.85,0.84057276905166,26521.22,26.0
2009,NLD,35.0,17.8,2.03999996185303,17.5499992370605,14.8299999237061,70.1600036621094,56.8455380966499,5.43156003952026,56.70801,78.1,0.554421343039608,28385.45,26.0
2010,NLD,30.0,17.9,1.91999995708466,18.1100006103516,15.0900001525879,68.5699996948242,55.5084494515268,5.48908996582031,57.37858,77.9,0.597732613826022,29127.43,26.8999996185303
2010,NLD,17.0,17.9,1.91999995708466,18.1100006103516,15.0900001525879,68.5699996948242,55.5084494515268,5.48908996582031,57.37858,77.9,0.597732613826022,29127.43,26.8999996185303
2011,NLD,27.0,18.0,2.01999998092651,18.1900005340576,15.1499996185303,67.620002746582,55.1126927639383,5.46303987503052,56.74179,78.05,0.778473608025466,29981.55,27.8999996185303
2012,NLD,26.0,18.1,2.01999998092651,18.4699993133545,15.3599996566772,68.370002746582,54.6174377224199,5.4102201461792,58.60656,78.9,0.921106734291822,30713.33,28.2999992370605
2013,NLD,22.0,18.2,2.02999997138977,19.2999992370605,16.0499992370605,66.8000030517578,54.8411991688928,5.52655982971191,58.12286,79.28,0.932413421601151,31251.17,23.1000003814697
2014,NLD,24.0,18.2,2.05999994277954,19.9300003051758,16.6200008392334,66.4499969482422,54.5888987830217,5.458899974823,57.55213,79.0,0.57247142322415,31512.23,24.0
2014,NLD,15.0,18.2,2.05999994277954,19.9300003051758,16.6200008392334,66.4499969482422,54.5888987830217,5.458899974823,57.55213,79.0,0.57247142322415,31512.23,24.0
2015,NLD,28.0,18.3,2.09999990463257,19.7900009155273,16.8400001525879,67.1100006103516,54.8262548262548,5.34815979003906,55.15012,79.66,0.341319074512326,31178.38,24.5
2016,NLD,32.0,18.3,2.25,19.8500003814697,16.8099994659424,66.870002746582,53.9055539055539,5.47959995269775,55.15012,79.73,0.195597657921628,30962.18,24.3999996185303
2017,NLD,30.0,18.4,2.32999992370605,19.7399997711182,16.7399997711182,66.2699966430664,54.024354024354,5.17509984970093,54.41782,79.79,0.215336076465677,31126.28,26.0
2018,NLD,28.0,18.4,2.20000004768372,19.7299995422363,16.6900005340576,66.3000030517578,54.1134541134541,5.35764980316162,55.15012,80.31,0.320730424537342,31333.4,24.7999992370605
2018,NLD,12.0,18.4,2.20000004768372,19.7299995422363,16.6900005340576,66.3000030517578,54.1134541134541,5.35764980316162,55.15012,80.31,0.320730424537342,31333.4,24.7999992370605
2019,NLD,25.0,18.5,2.17000007629395,19.6100006103516,16.6200008392334,66.8600006103516,53.959013959014,5.15986013412476,55.15012,80.94,0.201138066501046,31458.37,26.0
2019,NLD,13.0,18.5,2.17000007629395,19.6100006103516,16.6200008392334,66.8600006103516,53.959013959014,5.15986013412476,55.15012,80.94,0.201138066501046,31458.37,26.0
2020,NLD,25.0,18.5,1.70000004768372,13.8599996566772,7.01999998092651,66.2300033569336,53.8892188892189,5.30000019073486,55.15012,71.93,0.0724657054602596,33376.81,24.7999992370605
